[PC Hunter Standard][IDT]: 1536
Cpu序号		序号		函数名称		段选择子		当前函数地址		Hook		原始函数地址		当前函数地址所在模块
1		8B		KiUnexpectedInterrupt91		0x02		0xFFFFF804601316D8		-		0xFFFFF804601316D8		C:\Windows\system32\ntoskrnl.exe
1		8C		KiUnexpectedInterrupt92		0x02		0xFFFFF804601316E0		-		0xFFFFF804601316E0		C:\Windows\system32\ntoskrnl.exe
1		8D		KiUnexpectedInterrupt93		0x02		0xFFFFF804601316E8		-		0xFFFFF804601316E8		C:\Windows\system32\ntoskrnl.exe
1		8E		KiUnexpectedInterrupt94		0x02		0xFFFFF804601316F0		-		0xFFFFF804601316F0		C:\Windows\system32\ntoskrnl.exe
1		8F		KiUnexpectedInterrupt95		0x02		0xFFFFF804601316F8		-		0xFFFFF804601316F8		C:\Windows\system32\ntoskrnl.exe
1		90		KiUnexpectedInterrupt96		0x02		0xFFFFF80460131700		-		0xFFFFF80460131700		C:\Windows\system32\ntoskrnl.exe
1		91		KiUnexpectedInterrupt97		0x02		0xFFFFF80460131708		-		0xFFFFF80460131708		C:\Windows\system32\ntoskrnl.exe
1		92		KiUnexpectedInterrupt98		0x02		0xFFFFF80460131710		-		0xFFFFF80460131710		C:\Windows\system32\ntoskrnl.exe
1		93		KiUnexpectedInterrupt99		0x02		0xFFFFF80460131718		-		0xFFFFF80460131718		C:\Windows\system32\ntoskrnl.exe
1		94		KiUnexpectedInterrupt100		0x02		0xFFFFF80460131720		-		0xFFFFF80460131720		C:\Windows\system32\ntoskrnl.exe
1		95		KiUnexpectedInterrupt101		0x02		0xFFFFF80460131728		-		0xFFFFF80460131728		C:\Windows\system32\ntoskrnl.exe
1		96		KiUnexpectedInterrupt102		0x02		0xFFFFF80460131730		-		0xFFFFF80460131730		C:\Windows\system32\ntoskrnl.exe
1		97		KiUnexpectedInterrupt103		0x02		0xFFFFF80460131738		-		0xFFFFF80460131738		C:\Windows\system32\ntoskrnl.exe
1		98		KiUnexpectedInterrupt104		0x02		0xFFFFF80460131740		-		0xFFFFF80460131740		C:\Windows\system32\ntoskrnl.exe
1		99		KiUnexpectedInterrupt105		0x02		0xFFFFF80460131748		-		0xFFFFF80460131748		C:\Windows\system32\ntoskrnl.exe
1		9A		KiUnexpectedInterrupt106		0x02		0xFFFFF80460131750		-		0xFFFFF80460131750		C:\Windows\system32\ntoskrnl.exe
1		9B		KiUnexpectedInterrupt107		0x02		0xFFFFF80460131758		-		0xFFFFF80460131758		C:\Windows\system32\ntoskrnl.exe
1		9C		KiUnexpectedInterrupt108		0x02		0xFFFFF80460131760		-		0xFFFFF80460131760		C:\Windows\system32\ntoskrnl.exe
1		9D		KiUnexpectedInterrupt109		0x02		0xFFFFF80460131768		-		0xFFFFF80460131768		C:\Windows\system32\ntoskrnl.exe
1		9E		KiUnexpectedInterrupt110		0x02		0xFFFFF80460131770		-		0xFFFFF80460131770		C:\Windows\system32\ntoskrnl.exe
1		9F		KiUnexpectedInterrupt111		0x02		0xFFFFF80460131778		-		0xFFFFF80460131778		C:\Windows\system32\ntoskrnl.exe
1		A0		KiUnexpectedInterrupt112		0x02		0xFFFFF80460131780		-		0xFFFFF80460131780		C:\Windows\system32\ntoskrnl.exe
1		A1		KiUnexpectedInterrupt113		0x02		0xFFFFF80460131788		-		0xFFFFF80460131788		C:\Windows\system32\ntoskrnl.exe
1		A2		KiUnexpectedInterrupt114		0x02		0xFFFFF80460131790		-		0xFFFFF80460131790		C:\Windows\system32\ntoskrnl.exe
1		A3		KiUnexpectedInterrupt115		0x02		0xFFFFF80460131798		-		0xFFFFF80460131798		C:\Windows\system32\ntoskrnl.exe
1		A4		KiUnexpectedInterrupt116		0x02		0xFFFFF804601317A0		-		0xFFFFF804601317A0		C:\Windows\system32\ntoskrnl.exe
1		A5		KiUnexpectedInterrupt117		0x02		0xFFFFF804601317A8		-		0xFFFFF804601317A8		C:\Windows\system32\ntoskrnl.exe
1		A6		KiUnexpectedInterrupt118		0x02		0xFFFFF804601317B0		-		0xFFFFF804601317B0		C:\Windows\system32\ntoskrnl.exe
1		A7		KiUnexpectedInterrupt119		0x02		0xFFFFF804601317B8		-		0xFFFFF804601317B8		C:\Windows\system32\ntoskrnl.exe
1		A8		KiUnexpectedInterrupt120		0x02		0xFFFFF804601317C0		-		0xFFFFF804601317C0		C:\Windows\system32\ntoskrnl.exe
1		A9		KiUnexpectedInterrupt121		0x02		0xFFFFF804601317C8		-		0xFFFFF804601317C8		C:\Windows\system32\ntoskrnl.exe
1		AA		KiUnexpectedInterrupt122		0x02		0xFFFFF804601317D0		-		0xFFFFF804601317D0		C:\Windows\system32\ntoskrnl.exe
1		AB		KiUnexpectedInterrupt123		0x02		0xFFFFF804601317D8		-		0xFFFFF804601317D8		C:\Windows\system32\ntoskrnl.exe
1		AC		KiUnexpectedInterrupt124		0x02		0xFFFFF804601317E0		-		0xFFFFF804601317E0		C:\Windows\system32\ntoskrnl.exe
1		AD		KiUnexpectedInterrupt125		0x02		0xFFFFF804601317E8		-		0xFFFFF804601317E8		C:\Windows\system32\ntoskrnl.exe
1		AE		KiUnexpectedInterrupt126		0x02		0xFFFFF804601317F0		-		0xFFFFF804601317F0		C:\Windows\system32\ntoskrnl.exe
1		AF		KiUnexpectedInterrupt127		0x02		0xFFFFF804601317F8		-		0xFFFFF804601317F8		C:\Windows\system32\ntoskrnl.exe
1		B0		KiUnexpectedInterrupt128		0x02		0xFFFFF80460131800		-		0xFFFFF80460131800		C:\Windows\system32\ntoskrnl.exe
1		B1		KiUnexpectedInterrupt129		0x02		0xFFFFF80460131808		-		0xFFFFF80460131808		C:\Windows\system32\ntoskrnl.exe
1		B2		KiUnexpectedInterrupt130		0x02		0xFFFFF80460131810		-		0xFFFFF80460131810		C:\Windows\system32\ntoskrnl.exe
1		B3		KiUnexpectedInterrupt131		0x02		0xFFFFF80460131818		-		0xFFFFF80460131818		C:\Windows\system32\ntoskrnl.exe
1		B4		KiUnexpectedInterrupt132		0x02		0xFFFFF80460131820		-		0xFFFFF80460131820		C:\Windows\system32\ntoskrnl.exe
1		B5		KiUnexpectedInterrupt133		0x02		0xFFFFF80460131828		-		0xFFFFF80460131828		C:\Windows\system32\ntoskrnl.exe
1		B6		KiUnexpectedInterrupt134		0x02		0xFFFFF80460131830		-		0xFFFFF80460131830		C:\Windows\system32\ntoskrnl.exe
1		B7		KiUnexpectedInterrupt135		0x02		0xFFFFF80460131838		-		0xFFFFF80460131838		C:\Windows\system32\ntoskrnl.exe
1		B8		KiUnexpectedInterrupt136		0x02		0xFFFFF80460131840		-		0xFFFFF80460131840		C:\Windows\system32\ntoskrnl.exe
1		B9		KiUnexpectedInterrupt137		0x02		0xFFFFF80460131848		-		0xFFFFF80460131848		C:\Windows\system32\ntoskrnl.exe
1		BA		KiUnexpectedInterrupt138		0x02		0xFFFFF80460131850		-		0xFFFFF80460131850		C:\Windows\system32\ntoskrnl.exe
1		BB		KiUnexpectedInterrupt139		0x02		0xFFFFF80460131858		-		0xFFFFF80460131858		C:\Windows\system32\ntoskrnl.exe
1		BC		KiUnexpectedInterrupt140		0x02		0xFFFFF80460131860		-		0xFFFFF80460131860		C:\Windows\system32\ntoskrnl.exe
1		BD		KiUnexpectedInterrupt141		0x02		0xFFFFF80460131868		-		0xFFFFF80460131868		C:\Windows\system32\ntoskrnl.exe
1		BE		KiUnexpectedInterrupt142		0x02		0xFFFFF80460131870		-		0xFFFFF80460131870		C:\Windows\system32\ntoskrnl.exe
1		BF		KiUnexpectedInterrupt143		0x02		0xFFFFF80460131878		-		0xFFFFF80460131878		C:\Windows\system32\ntoskrnl.exe
1		C0		KiUnexpectedInterrupt144		0x02		0xFFFFF80460131880		-		0xFFFFF80460131880		C:\Windows\system32\ntoskrnl.exe
1		C1		KiUnexpectedInterrupt145		0x02		0xFFFFF80460131888		-		0xFFFFF80460131888		C:\Windows\system32\ntoskrnl.exe
1		C2		KiUnexpectedInterrupt146		0x02		0xFFFFF80460131890		-		0xFFFFF80460131890		C:\Windows\system32\ntoskrnl.exe
1		C3		KiUnexpectedInterrupt147		0x02		0xFFFFF80460131898		-		0xFFFFF80460131898		C:\Windows\system32\ntoskrnl.exe
1		C4		KiUnexpectedInterrupt148		0x02		0xFFFFF804601318A0		-		0xFFFFF804601318A0		C:\Windows\system32\ntoskrnl.exe
1		C5		KiUnexpectedInterrupt149		0x02		0xFFFFF804601318A8		-		0xFFFFF804601318A8		C:\Windows\system32\ntoskrnl.exe
1		C6		KiUnexpectedInterrupt150		0x02		0xFFFFF804601318B0		-		0xFFFFF804601318B0		C:\Windows\system32\ntoskrnl.exe
1		C7		KiUnexpectedInterrupt151		0x02		0xFFFFF804601318B8		-		0xFFFFF804601318B8		C:\Windows\system32\ntoskrnl.exe
1		C8		KiUnexpectedInterrupt152		0x02		0xFFFFF804601318C0		-		0xFFFFF804601318C0		C:\Windows\system32\ntoskrnl.exe
1		C9		KiUnexpectedInterrupt153		0x02		0xFFFFF804601318C8		-		0xFFFFF804601318C8		C:\Windows\system32\ntoskrnl.exe
1		CA		KiUnexpectedInterrupt154		0x02		0xFFFFF804601318D0		-		0xFFFFF804601318D0		C:\Windows\system32\ntoskrnl.exe
1		CB		KiUnexpectedInterrupt155		0x02		0xFFFFF804601318D8		-		0xFFFFF804601318D8		C:\Windows\system32\ntoskrnl.exe
1		CC		KiUnexpectedInterrupt156		0x02		0xFFFFF804601318E0		-		0xFFFFF804601318E0		C:\Windows\system32\ntoskrnl.exe
1		CD		KiUnexpectedInterrupt157		0x02		0xFFFFF804601318E8		-		0xFFFFF804601318E8		C:\Windows\system32\ntoskrnl.exe
1		CE		KiUnexpectedInterrupt158		0x02		0xFFFFF804601318F0		-		0xFFFFF804601318F0		C:\Windows\system32\ntoskrnl.exe
1		CF		KiUnexpectedInterrupt159		0x02		0xFFFFF804601318F8		-		0xFFFFF804601318F8		C:\Windows\system32\ntoskrnl.exe
1		D0		KiUnexpectedInterrupt160		0x02		0xFFFFF80460131900		-		0xFFFFF80460131900		C:\Windows\system32\ntoskrnl.exe
1		D1		KiUnexpectedInterrupt161		0x02		0xFFFFF80460131908		-		0xFFFFF80460131908		C:\Windows\system32\ntoskrnl.exe
1		D2		KiUnexpectedInterrupt162		0x02		0xFFFFF80460131910		-		0xFFFFF80460131910		C:\Windows\system32\ntoskrnl.exe
1		D3		KiUnexpectedInterrupt163		0x02		0xFFFFF80460131918		-		0xFFFFF80460131918		C:\Windows\system32\ntoskrnl.exe
1		D4		KiUnexpectedInterrupt164		0x02		0xFFFFF80460131920		-		0xFFFFF80460131920		C:\Windows\system32\ntoskrnl.exe
1		D5		KiUnexpectedInterrupt165		0x02		0xFFFFF80460131928		-		0xFFFFF80460131928		C:\Windows\system32\ntoskrnl.exe
1		D6		KiUnexpectedInterrupt166		0x02		0xFFFFF80460131930		-		0xFFFFF80460131930		C:\Windows\system32\ntoskrnl.exe
1		D7		KiUnexpectedInterrupt167		0x02		0xFFFFF80460131938		-		0xFFFFF80460131938		C:\Windows\system32\ntoskrnl.exe
1		D8		KiUnexpectedInterrupt168		0x02		0xFFFFF80460131940		-		0xFFFFF80460131940		C:\Windows\system32\ntoskrnl.exe
1		D9		KiUnexpectedInterrupt169		0x02		0xFFFFF80460131948		-		0xFFFFF80460131948		C:\Windows\system32\ntoskrnl.exe
1		DA		KiUnexpectedInterrupt170		0x02		0xFFFFF80460131950		-		0xFFFFF80460131950		C:\Windows\system32\ntoskrnl.exe
1		DB		KiUnexpectedInterrupt171		0x02		0xFFFFF80460131958		-		0xFFFFF80460131958		C:\Windows\system32\ntoskrnl.exe
1		DC		KiUnexpectedInterrupt172		0x02		0xFFFFF80460131960		-		0xFFFFF80460131960		C:\Windows\system32\ntoskrnl.exe
1		DD		KiUnexpectedInterrupt173		0x02		0xFFFFF80460131968		-		0xFFFFF80460131968		C:\Windows\system32\ntoskrnl.exe
1		DE		KiUnexpectedInterrupt174		0x02		0xFFFFF80460131970		-		0xFFFFF80460131970		C:\Windows\system32\ntoskrnl.exe
1		DF		KiUnexpectedInterrupt175		0x02		0xFFFFF80460131978		-		0xFFFFF80460131978		C:\Windows\system32\ntoskrnl.exe
1		E0		KiUnexpectedInterrupt176		0x02		0xFFFFF80460131980		-		0xFFFFF80460131980		C:\Windows\system32\ntoskrnl.exe
1		E1		KiUnexpectedInterrupt177		0x02		0xFFFFF80460131200		-		0xFFFFF80460131200		C:\Windows\system32\ntoskrnl.exe
1		E2		KiUnexpectedInterrupt178		0x02		0xFFFFF80460131990		-		0xFFFFF80460131990		C:\Windows\system32\ntoskrnl.exe
1		E3		KiUnexpectedInterrupt179		0x02		0xFFFFF80460131998		-		0xFFFFF80460131998		C:\Windows\system32\ntoskrnl.exe
1		E4		KiUnexpectedInterrupt180		0x02		0xFFFFF804601319A0		-		0xFFFFF804601319A0		C:\Windows\system32\ntoskrnl.exe
1		E5		KiUnexpectedInterrupt181		0x02		0xFFFFF804601319A8		-		0xFFFFF804601319A8		C:\Windows\system32\ntoskrnl.exe
1		E6		KiUnexpectedInterrupt182		0x02		0xFFFFF804601319B0		-		0xFFFFF804601319B0		C:\Windows\system32\ntoskrnl.exe
1		E7		KiUnexpectedInterrupt183		0x02		0xFFFFF804601319B8		-		0xFFFFF804601319B8		C:\Windows\system32\ntoskrnl.exe
1		E8		KiUnexpectedInterrupt184		0x02		0xFFFFF804601319C0		-		0xFFFFF804601319C0		C:\Windows\system32\ntoskrnl.exe
1		E9		KiUnexpectedInterrupt185		0x02		0xFFFFF804601319C8		-		0xFFFFF804601319C8		C:\Windows\system32\ntoskrnl.exe
1		EA		KiUnexpectedInterrupt186		0x02		0xFFFFF804601319D0		-		0xFFFFF804601319D0		C:\Windows\system32\ntoskrnl.exe
1		EB		KiUnexpectedInterrupt187		0x02		0xFFFFF804601319D8		-		0xFFFFF804601319D8		C:\Windows\system32\ntoskrnl.exe
1		EC		KiUnexpectedInterrupt188		0x02		0xFFFFF804601319E0		-		0xFFFFF804601319E0		C:\Windows\system32\ntoskrnl.exe
1		ED		KiUnexpectedInterrupt189		0x02		0xFFFFF804601319E8		-		0xFFFFF804601319E8		C:\Windows\system32\ntoskrnl.exe
1		EE		KiUnexpectedInterrupt190		0x02		0xFFFFF804601319F0		-		0xFFFFF804601319F0		C:\Windows\system32\ntoskrnl.exe
1		EF		KiUnexpectedInterrupt191		0x02		0xFFFFF804601319F8		-		0xFFFFF804601319F8		C:\Windows\system32\ntoskrnl.exe
1		F0		KiUnexpectedInterrupt192		0x02		0xFFFFF80460131A00		-		0xFFFFF80460131A00		C:\Windows\system32\ntoskrnl.exe
1		F1		KiUnexpectedInterrupt193		0x02		0xFFFFF80460131A08		-		0xFFFFF80460131A08		C:\Windows\system32\ntoskrnl.exe
1		F2		KiUnexpectedInterrupt194		0x02		0xFFFFF80460131A10		-		0xFFFFF80460131A10		C:\Windows\system32\ntoskrnl.exe
1		F3		KiUnexpectedInterrupt195		0x02		0xFFFFF80460131A18		-		0xFFFFF80460131A18		C:\Windows\system32\ntoskrnl.exe
1		F4		KiUnexpectedInterrupt196		0x02		0xFFFFF80460131A20		-		0xFFFFF80460131A20		C:\Windows\system32\ntoskrnl.exe
1		F5		KiUnexpectedInterrupt197		0x02		0xFFFFF80460131A28		-		0xFFFFF80460131A28		C:\Windows\system32\ntoskrnl.exe
1		F6		KiUnexpectedInterrupt198		0x02		0xFFFFF80460131A30		-		0xFFFFF80460131A30		C:\Windows\system32\ntoskrnl.exe
1		F7		KiUnexpectedInterrupt199		0x02		0xFFFFF80460131A38		-		0xFFFFF80460131A38		C:\Windows\system32\ntoskrnl.exe
1		F8		KiUnexpectedInterrupt200		0x02		0xFFFFF80460131A40		-		0xFFFFF80460131A40		C:\Windows\system32\ntoskrnl.exe
1		F9		KiUnexpectedInterrupt201		0x02		0xFFFFF80460131A48		-		0xFFFFF80460131A48		C:\Windows\system32\ntoskrnl.exe
1		FA		KiUnexpectedInterrupt202		0x02		0xFFFFF80460131A50		-		0xFFFFF80460131A50		C:\Windows\system32\ntoskrnl.exe
1		FB		KiUnexpectedInterrupt203		0x02		0xFFFFF80460131A58		-		0xFFFFF80460131A58		C:\Windows\system32\ntoskrnl.exe
1		FC		KiUnexpectedInterrupt204		0x02		0xFFFFF80460131A60		-		0xFFFFF80460131A60		C:\Windows\system32\ntoskrnl.exe
1		FD		KiUnexpectedInterrupt205		0x02		0xFFFFF80460131A68		-		0xFFFFF80460131A68		C:\Windows\system32\ntoskrnl.exe
1		FE		KiUnexpectedInterrupt206		0x02		0xFFFFF80460131A70		-		0xFFFFF80460131A70		C:\Windows\system32\ntoskrnl.exe
1		FF		KiUnexpectedInterrupt207		0x02		0xFFFFF80460131A78		-		0xFFFFF80460131A78		C:\Windows\system32\ntoskrnl.exe
2		00		Divide error		0x02		0xFFFFF80460130100		-		0xFFFFF80460130100		C:\Windows\system32\ntoskrnl.exe
2		01		Debug		0x02		0xFFFFF80460130180		-		0xFFFFF80460130180		C:\Windows\system32\ntoskrnl.exe
2		02		Not used		0x02		0xFFFFF80460130200		-		0xFFFFF80460130200		C:\Windows\system32\ntoskrnl.exe
2		03		Breakpoint		0x02		0xFFFFF80460130280		-		0xFFFFF80460130280		C:\Windows\system32\ntoskrnl.exe
2		04		Overflow		0x02		0xFFFFF80460130300		-		0xFFFFF80460130300		C:\Windows\system32\ntoskrnl.exe
2		05		Bounds check		0x02		0xFFFFF80460130380		-		0xFFFFF80460130380		C:\Windows\system32\ntoskrnl.exe
2		06		Invalid opcode		0x02		0xFFFFF80460130400		-		0xFFFFF80460130400		C:\Windows\system32\ntoskrnl.exe
2		07		Device not available		0x02		0xFFFFF80460130480		-		0xFFFFF80460130480		C:\Windows\system32\ntoskrnl.exe
2		08		Double fault		0x02		0xFFFFF80460130500		-		0xFFFFF80460130500		C:\Windows\system32\ntoskrnl.exe
2		09		Coprocessor segment overrun		0x02		0xFFFFF80460130580		-		0xFFFFF80460130580		C:\Windows\system32\ntoskrnl.exe
2		0A		Invalid TSS		0x02		0xFFFFF80460130600		-		0xFFFFF80460130600		C:\Windows\system32\ntoskrnl.exe
2		0B		Segment not present		0x02		0xFFFFF80460130680		-		0xFFFFF80460130680		C:\Windows\system32\ntoskrnl.exe
2		0C		Stack segment fault		0x02		0xFFFFF80460130700		-		0xFFFFF80460130700		C:\Windows\system32\ntoskrnl.exe
2		0D		General protection		0x02		0xFFFFF80460130780		-		0xFFFFF80460130780		C:\Windows\system32\ntoskrnl.exe
2		0E		Page Fault		0x02		0xFFFFF80460130800		-		0xFFFFF80460130800		C:\Windows\system32\ntoskrnl.exe
2		0F		Reserved by Intel		0x02		0xFFFFF804601312F8		-		0xFFFFF804601312F8		C:\Windows\system32\ntoskrnl.exe
2		10		Floating-point error		0x02		0xFFFFF80460130880		-		0xFFFFF80460130880		C:\Windows\system32\ntoskrnl.exe
2		11		Alignment check		0x02		0xFFFFF80460130900		-		0xFFFFF80460130900		C:\Windows\system32\ntoskrnl.exe
2		12		Machine check		0x02		0xFFFFF80460130980		-		0xFFFFF80460130980		C:\Windows\system32\ntoskrnl.exe
2		13		SIMD floating point exception		0x02		0xFFFFF80460130A80		-		0xFFFFF80460130A80		C:\Windows\system32\ntoskrnl.exe
2		14		Reserved by Intel		0x02		0xFFFFF80460130B00		-		0xFFFFF80460130B00		C:\Windows\system32\ntoskrnl.exe
2		15		Reserved by Intel		0x02		0xFFFFF80460130B80		-		0xFFFFF80460130B80		C:\Windows\system32\ntoskrnl.exe
2		16		Reserved by Intel		0x02		0xFFFFF80460131330		-		0xFFFFF80460131330		C:\Windows\system32\ntoskrnl.exe
2		17		Reserved by Intel		0x02		0xFFFFF80460131338		-		0xFFFFF80460131338		C:\Windows\system32\ntoskrnl.exe
2		18		Reserved by Intel		0x02		0xFFFFF80460131340		-		0xFFFFF80460131340		C:\Windows\system32\ntoskrnl.exe
2		19		Reserved by Intel		0x02		0xFFFFF80460131348		-		0xFFFFF80460131348		C:\Windows\system32\ntoskrnl.exe
2		1A		Reserved by Intel		0x02		0xFFFFF80460131350		-		0xFFFFF80460131350		C:\Windows\system32\ntoskrnl.exe
2		1B		Reserved by Intel		0x02		0xFFFFF80460131358		-		0xFFFFF80460131358		C:\Windows\system32\ntoskrnl.exe
2		1C		Reserved by Intel		0x02		0xFFFFF80460131360		-		0xFFFFF80460131360		C:\Windows\system32\ntoskrnl.exe
2		1D		Reserved by Intel		0x02		0xFFFFF80460131368		-		0xFFFFF80460131368		C:\Windows\system32\ntoskrnl.exe
2		1E		Reserved by Intel		0x02		0xFFFFF80460131370		-		0xFFFFF80460131370		C:\Windows\system32\ntoskrnl.exe
2		1F		Reserved by Intel		0x02		0xFFFFF80460130C00		-		0xFFFFF80460130C00		C:\Windows\system32\ntoskrnl.exe
2		20		Not used		0x02		0xFFFFF80460130C80		-		0xFFFFF80460130C80		C:\Windows\system32\ntoskrnl.exe
2		21		Not used		0x02		0xFFFFF80460131388		-		0xFFFFF80460131388		C:\Windows\system32\ntoskrnl.exe
2		22		Not used		0x02		0xFFFFF80460131390		-		0xFFFFF80460131390		C:\Windows\system32\ntoskrnl.exe
2		23		Not used		0x02		0xFFFFF80460131398		-		0xFFFFF80460131398		C:\Windows\system32\ntoskrnl.exe
2		24		Not used		0x02		0xFFFFF804601313A0		-		0xFFFFF804601313A0		C:\Windows\system32\ntoskrnl.exe
2		25		Not used		0x02		0xFFFFF804601313A8		-		0xFFFFF804601313A8		C:\Windows\system32\ntoskrnl.exe
2		26		Not used		0x02		0xFFFFF804601313B0		-		0xFFFFF804601313B0		C:\Windows\system32\ntoskrnl.exe
2		27		Not used		0x02		0xFFFFF804601313B8		-		0xFFFFF804601313B8		C:\Windows\system32\ntoskrnl.exe
2		28		Not used		0x02		0xFFFFF804601313C0		-		0xFFFFF804601313C0		C:\Windows\system32\ntoskrnl.exe
2		29		Not used		0x02		0xFFFFF80460130D00		-		0xFFFFF80460130D00		C:\Windows\system32\ntoskrnl.exe
2		2A		KiGetTickCount		0x02		0xFFFFF804601313D0		-		0xFFFFF804601313D0		C:\Windows\system32\ntoskrnl.exe
2		2B		KiCallbackReturn		0x02		0xFFFFF804601313D8		-		0xFFFFF804601313D8		C:\Windows\system32\ntoskrnl.exe
2		2C		KiSetLowWaitHighThread		0x02		0xFFFFF80460130D80		-		0xFFFFF80460130D80		C:\Windows\system32\ntoskrnl.exe
2		2D		KiDebugService		0x02		0xFFFFF80460130E00		-		0xFFFFF80460130E00		C:\Windows\system32\ntoskrnl.exe
2		2E		KiSystemService		0x02		0xFFFFF804601313F0		-		0xFFFFF804601313F0		C:\Windows\system32\ntoskrnl.exe
2		2F		Reserved for APIC		0x02		0xFFFFF80460130F00		-		0xFFFFF80460130F00		C:\Windows\system32\ntoskrnl.exe
2		30		KiStartUnexpectedRange		0x02		0xFFFFF80460130F80		-		0xFFFFF80460130F80		C:\Windows\system32\ntoskrnl.exe
2		31		KiUnexpectedInterrupt1		0x02		0xFFFFF80460131000		-		0xFFFFF80460131000		C:\Windows\system32\ntoskrnl.exe
2		32		KiUnexpectedInterrupt2		0x02		0xFFFFF80460131080		-		0xFFFFF80460131080		C:\Windows\system32\ntoskrnl.exe
2		33		KiUnexpectedInterrupt3		0x02		0xFFFFF80460131100		-		0xFFFFF80460131100		C:\Windows\system32\ntoskrnl.exe
2		34		KiUnexpectedInterrupt4		0x02		0xFFFFF80460131180		-		0xFFFFF80460131180		C:\Windows\system32\ntoskrnl.exe
2		35		KiUnexpectedInterrupt5		0x02		0xFFFFF80460131428		-		0xFFFFF80460131428		C:\Windows\system32\ntoskrnl.exe
2		36		KiUnexpectedInterrupt6		0x02		0xFFFFF80460131430		-		0xFFFFF80460131430		C:\Windows\system32\ntoskrnl.exe
2		37		KiUnexpectedInterrupt7		0x02		0xFFFFF80460131438		-		0xFFFFF80460131438		C:\Windows\system32\ntoskrnl.exe
2		38		KiUnexpectedInterrupt8		0x02		0xFFFFF80460131440		-		0xFFFFF80460131440		C:\Windows\system32\ntoskrnl.exe
2		39		KiUnexpectedInterrupt9		0x02		0xFFFFF80460131448		-		0xFFFFF80460131448		C:\Windows\system32\ntoskrnl.exe
2		3A		KiUnexpectedInterrupt10		0x02		0xFFFFF80460131450		-		0xFFFFF80460131450		C:\Windows\system32\ntoskrnl.exe
2		3B		KiUnexpectedInterrupt11		0x02		0xFFFFF80460131458		-		0xFFFFF80460131458		C:\Windows\system32\ntoskrnl.exe
2		3C		KiUnexpectedInterrupt12		0x02		0xFFFFF80460131460		-		0xFFFFF80460131460		C:\Windows\system32\ntoskrnl.exe
2		3D		KiUnexpectedInterrupt13		0x02		0xFFFFF80460131468		-		0xFFFFF80460131468		C:\Windows\system32\ntoskrnl.exe
2		3E		KiUnexpectedInterrupt14		0x02		0xFFFFF80460131470		-		0xFFFFF80460131470		C:\Windows\system32\ntoskrnl.exe
2		3F		KiUnexpectedInterrupt15		0x02		0xFFFFF80460131478		-		0xFFFFF80460131478		C:\Windows\system32\ntoskrnl.exe
2		40		KiUnexpectedInterrupt16		0x02		0xFFFFF80460131480		-		0xFFFFF80460131480		C:\Windows\system32\ntoskrnl.exe
2		41		KiUnexpectedInterrupt17		0x02		0xFFFFF80460131488		-		0xFFFFF80460131488		C:\Windows\system32\ntoskrnl.exe
2		42		KiUnexpectedInterrupt18		0x02		0xFFFFF80460131490		-		0xFFFFF80460131490		C:\Windows\system32\ntoskrnl.exe
2		43		KiUnexpectedInterrupt19		0x02		0xFFFFF80460131498		-		0xFFFFF80460131498		C:\Windows\system32\ntoskrnl.exe
2		44		KiUnexpectedInterrupt20		0x02		0xFFFFF804601314A0		-		0xFFFFF804601314A0		C:\Windows\system32\ntoskrnl.exe
2		45		KiUnexpectedInterrupt21		0x02		0xFFFFF804601314A8		-		0xFFFFF804601314A8		C:\Windows\system32\ntoskrnl.exe
2		46		KiUnexpectedInterrupt22		0x02		0xFFFFF804601314B0		-		0xFFFFF804601314B0		C:\Windows\system32\ntoskrnl.exe
2		47		KiUnexpectedInterrupt23		0x02		0xFFFFF804601314B8		-		0xFFFFF804601314B8		C:\Windows\system32\ntoskrnl.exe
2		48		KiUnexpectedInterrupt24		0x02		0xFFFFF804601314C0		-		0xFFFFF804601314C0		C:\Windows\system32\ntoskrnl.exe
2		49		KiUnexpectedInterrupt25		0x02		0xFFFFF804601314C8		-		0xFFFFF804601314C8		C:\Windows\system32\ntoskrnl.exe
2		4A		KiUnexpectedInterrupt26		0x02		0xFFFFF804601314D0		-		0xFFFFF804601314D0		C:\Windows\system32\ntoskrnl.exe
2		4B		KiUnexpectedInterrupt27		0x02		0xFFFFF804601314D8		-		0xFFFFF804601314D8		C:\Windows\system32\ntoskrnl.exe
2		4C		KiUnexpectedInterrupt28		0x02		0xFFFFF804601314E0		-		0xFFFFF804601314E0		C:\Windows\system32\ntoskrnl.exe
2		4D		KiUnexpectedInterrupt29		0x02		0xFFFFF804601314E8		-		0xFFFFF804601314E8		C:\Windows\system32\ntoskrnl.exe
2		4E		KiUnexpectedInterrupt30		0x02		0xFFFFF804601314F0		-		0xFFFFF804601314F0		C:\Windows\system32\ntoskrnl.exe
2		4F		KiUnexpectedInterrupt31		0x02		0xFFFFF804601314F8		-		0xFFFFF804601314F8		C:\Windows\system32\ntoskrnl.exe
2		50		KiUnexpectedInterrupt32		0x02		0xFFFFF80460131500		-		0xFFFFF80460131500		C:\Windows\system32\ntoskrnl.exe
2		51		KiUnexpectedInterrupt33		0x02		0xFFFFF80460131508		-		0xFFFFF80460131508		C:\Windows\system32\ntoskrnl.exe
2		52		KiUnexpectedInterrupt34		0x02		0xFFFFF80460131510		-		0xFFFFF80460131510		C:\Windows\system32\ntoskrnl.exe
