[PC Hunter Standard][IDT]: 1536
Cpu序号		序号		函数名称		段选择子		当前函数地址		Hook		原始函数地址		当前函数地址所在模块
0		C3		KiUnexpectedInterrupt147		0x02		0xFFFFF80460131898		-		0xFFFFF80460131898		C:\Windows\system32\ntoskrnl.exe
0		C4		KiUnexpectedInterrupt148		0x02		0xFFFFF804601318A0		-		0xFFFFF804601318A0		C:\Windows\system32\ntoskrnl.exe
0		C5		KiUnexpectedInterrupt149		0x02		0xFFFFF804601318A8		-		0xFFFFF804601318A8		C:\Windows\system32\ntoskrnl.exe
0		C6		KiUnexpectedInterrupt150		0x02		0xFFFFF804601318B0		-		0xFFFFF804601318B0		C:\Windows\system32\ntoskrnl.exe
0		C7		KiUnexpectedInterrupt151		0x02		0xFFFFF804601318B8		-		0xFFFFF804601318B8		C:\Windows\system32\ntoskrnl.exe
0		C8		KiUnexpectedInterrupt152		0x02		0xFFFFF804601318C0		-		0xFFFFF804601318C0		C:\Windows\system32\ntoskrnl.exe
0		C9		KiUnexpectedInterrupt153		0x02		0xFFFFF804601318C8		-		0xFFFFF804601318C8		C:\Windows\system32\ntoskrnl.exe
0		CA		KiUnexpectedInterrupt154		0x02		0xFFFFF804601318D0		-		0xFFFFF804601318D0		C:\Windows\system32\ntoskrnl.exe
0		CB		KiUnexpectedInterrupt155		0x02		0xFFFFF804601318D8		-		0xFFFFF804601318D8		C:\Windows\system32\ntoskrnl.exe
0		CC		KiUnexpectedInterrupt156		0x02		0xFFFFF804601318E0		-		0xFFFFF804601318E0		C:\Windows\system32\ntoskrnl.exe
0		CD		KiUnexpectedInterrupt157		0x02		0xFFFFF804601318E8		-		0xFFFFF804601318E8		C:\Windows\system32\ntoskrnl.exe
0		CE		KiUnexpectedInterrupt158		0x02		0xFFFFF804601318F0		-		0xFFFFF804601318F0		C:\Windows\system32\ntoskrnl.exe
0		CF		KiUnexpectedInterrupt159		0x02		0xFFFFF804601318F8		-		0xFFFFF804601318F8		C:\Windows\system32\ntoskrnl.exe
0		D0		KiUnexpectedInterrupt160		0x02		0xFFFFF80460131900		-		0xFFFFF80460131900		C:\Windows\system32\ntoskrnl.exe
0		D1		KiUnexpectedInterrupt161		0x02		0xFFFFF80460131908		-		0xFFFFF80460131908		C:\Windows\system32\ntoskrnl.exe
0		D2		KiUnexpectedInterrupt162		0x02		0xFFFFF80460131910		-		0xFFFFF80460131910		C:\Windows\system32\ntoskrnl.exe
0		D3		KiUnexpectedInterrupt163		0x02		0xFFFFF80460131918		-		0xFFFFF80460131918		C:\Windows\system32\ntoskrnl.exe
0		D4		KiUnexpectedInterrupt164		0x02		0xFFFFF80460131920		-		0xFFFFF80460131920		C:\Windows\system32\ntoskrnl.exe
0		D5		KiUnexpectedInterrupt165		0x02		0xFFFFF80460131928		-		0xFFFFF80460131928		C:\Windows\system32\ntoskrnl.exe
0		D6		KiUnexpectedInterrupt166		0x02		0xFFFFF80460131930		-		0xFFFFF80460131930		C:\Windows\system32\ntoskrnl.exe
0		D7		KiUnexpectedInterrupt167		0x02		0xFFFFF80460131938		-		0xFFFFF80460131938		C:\Windows\system32\ntoskrnl.exe
0		D8		KiUnexpectedInterrupt168		0x02		0xFFFFF80460131940		-		0xFFFFF80460131940		C:\Windows\system32\ntoskrnl.exe
0		D9		KiUnexpectedInterrupt169		0x02		0xFFFFF80460131948		-		0xFFFFF80460131948		C:\Windows\system32\ntoskrnl.exe
0		DA		KiUnexpectedInterrupt170		0x02		0xFFFFF80460131950		-		0xFFFFF80460131950		C:\Windows\system32\ntoskrnl.exe
0		DB		KiUnexpectedInterrupt171		0x02		0xFFFFF80460131958		-		0xFFFFF80460131958		C:\Windows\system32\ntoskrnl.exe
0		DC		KiUnexpectedInterrupt172		0x02		0xFFFFF80460131960		-		0xFFFFF80460131960		C:\Windows\system32\ntoskrnl.exe
0		DD		KiUnexpectedInterrupt173		0x02		0xFFFFF80460131968		-		0xFFFFF80460131968		C:\Windows\system32\ntoskrnl.exe
0		DE		KiUnexpectedInterrupt174		0x02		0xFFFFF80460131970		-		0xFFFFF80460131970		C:\Windows\system32\ntoskrnl.exe
0		DF		KiUnexpectedInterrupt175		0x02		0xFFFFF80460131978		-		0xFFFFF80460131978		C:\Windows\system32\ntoskrnl.exe
0		E0		KiUnexpectedInterrupt176		0x02		0xFFFFF80460131980		-		0xFFFFF80460131980		C:\Windows\system32\ntoskrnl.exe
0		E1		KiUnexpectedInterrupt177		0x02		0xFFFFF80460131200		-		0xFFFFF80460131200		C:\Windows\system32\ntoskrnl.exe
0		E2		KiUnexpectedInterrupt178		0x02		0xFFFFF80460131990		-		0xFFFFF80460131990		C:\Windows\system32\ntoskrnl.exe
0		E3		KiUnexpectedInterrupt179		0x02		0xFFFFF80460131998		-		0xFFFFF80460131998		C:\Windows\system32\ntoskrnl.exe
0		E4		KiUnexpectedInterrupt180		0x02		0xFFFFF804601319A0		-		0xFFFFF804601319A0		C:\Windows\system32\ntoskrnl.exe
0		E5		KiUnexpectedInterrupt181		0x02		0xFFFFF804601319A8		-		0xFFFFF804601319A8		C:\Windows\system32\ntoskrnl.exe
0		E6		KiUnexpectedInterrupt182		0x02		0xFFFFF804601319B0		-		0xFFFFF804601319B0		C:\Windows\system32\ntoskrnl.exe
0		E7		KiUnexpectedInterrupt183		0x02		0xFFFFF804601319B8		-		0xFFFFF804601319B8		C:\Windows\system32\ntoskrnl.exe
0		E8		KiUnexpectedInterrupt184		0x02		0xFFFFF804601319C0		-		0xFFFFF804601319C0		C:\Windows\system32\ntoskrnl.exe
0		E9		KiUnexpectedInterrupt185		0x02		0xFFFFF804601319C8		-		0xFFFFF804601319C8		C:\Windows\system32\ntoskrnl.exe
0		EA		KiUnexpectedInterrupt186		0x02		0xFFFFF804601319D0		-		0xFFFFF804601319D0		C:\Windows\system32\ntoskrnl.exe
0		EB		KiUnexpectedInterrupt187		0x02		0xFFFFF804601319D8		-		0xFFFFF804601319D8		C:\Windows\system32\ntoskrnl.exe
0		EC		KiUnexpectedInterrupt188		0x02		0xFFFFF804601319E0		-		0xFFFFF804601319E0		C:\Windows\system32\ntoskrnl.exe
0		ED		KiUnexpectedInterrupt189		0x02		0xFFFFF804601319E8		-		0xFFFFF804601319E8		C:\Windows\system32\ntoskrnl.exe
0		EE		KiUnexpectedInterrupt190		0x02		0xFFFFF804601319F0		-		0xFFFFF804601319F0		C:\Windows\system32\ntoskrnl.exe
0		EF		KiUnexpectedInterrupt191		0x02		0xFFFFF804601319F8		-		0xFFFFF804601319F8		C:\Windows\system32\ntoskrnl.exe
0		F0		KiUnexpectedInterrupt192		0x02		0xFFFFF80460131A00		-		0xFFFFF80460131A00		C:\Windows\system32\ntoskrnl.exe
0		F1		KiUnexpectedInterrupt193		0x02		0xFFFFF80460131A08		-		0xFFFFF80460131A08		C:\Windows\system32\ntoskrnl.exe
0		F2		KiUnexpectedInterrupt194		0x02		0xFFFFF80460131A10		-		0xFFFFF80460131A10		C:\Windows\system32\ntoskrnl.exe
0		F3		KiUnexpectedInterrupt195		0x02		0xFFFFF80460131A18		-		0xFFFFF80460131A18		C:\Windows\system32\ntoskrnl.exe
0		F4		KiUnexpectedInterrupt196		0x02		0xFFFFF80460131A20		-		0xFFFFF80460131A20		C:\Windows\system32\ntoskrnl.exe
0		F5		KiUnexpectedInterrupt197		0x02		0xFFFFF80460131A28		-		0xFFFFF80460131A28		C:\Windows\system32\ntoskrnl.exe
0		F6		KiUnexpectedInterrupt198		0x02		0xFFFFF80460131A30		-		0xFFFFF80460131A30		C:\Windows\system32\ntoskrnl.exe
0		F7		KiUnexpectedInterrupt199		0x02		0xFFFFF80460131A38		-		0xFFFFF80460131A38		C:\Windows\system32\ntoskrnl.exe
0		F8		KiUnexpectedInterrupt200		0x02		0xFFFFF80460131A40		-		0xFFFFF80460131A40		C:\Windows\system32\ntoskrnl.exe
0		F9		KiUnexpectedInterrupt201		0x02		0xFFFFF80460131A48		-		0xFFFFF80460131A48		C:\Windows\system32\ntoskrnl.exe
0		FA		KiUnexpectedInterrupt202		0x02		0xFFFFF80460131A50		-		0xFFFFF80460131A50		C:\Windows\system32\ntoskrnl.exe
0		FB		KiUnexpectedInterrupt203		0x02		0xFFFFF80460131A58		-		0xFFFFF80460131A58		C:\Windows\system32\ntoskrnl.exe
0		FC		KiUnexpectedInterrupt204		0x02		0xFFFFF80460131A60		-		0xFFFFF80460131A60		C:\Windows\system32\ntoskrnl.exe
0		FD		KiUnexpectedInterrupt205		0x02		0xFFFFF80460131A68		-		0xFFFFF80460131A68		C:\Windows\system32\ntoskrnl.exe
0		FE		KiUnexpectedInterrupt206		0x02		0xFFFFF80460131A70		-		0xFFFFF80460131A70		C:\Windows\system32\ntoskrnl.exe
0		FF		KiUnexpectedInterrupt207		0x02		0xFFFFF80460131A78		-		0xFFFFF80460131A78		C:\Windows\system32\ntoskrnl.exe
1		00		Divide error		0x02		0xFFFFF80460130100		-		0xFFFFF80460130100		C:\Windows\system32\ntoskrnl.exe
1		01		Debug		0x02		0xFFFFF80460130180		-		0xFFFFF80460130180		C:\Windows\system32\ntoskrnl.exe
1		02		Not used		0x02		0xFFFFF80460130200		-		0xFFFFF80460130200		C:\Windows\system32\ntoskrnl.exe
1		03		Breakpoint		0x02		0xFFFFF80460130280		-		0xFFFFF80460130280		C:\Windows\system32\ntoskrnl.exe
1		04		Overflow		0x02		0xFFFFF80460130300		-		0xFFFFF80460130300		C:\Windows\system32\ntoskrnl.exe
1		05		Bounds check		0x02		0xFFFFF80460130380		-		0xFFFFF80460130380		C:\Windows\system32\ntoskrnl.exe
1		06		Invalid opcode		0x02		0xFFFFF80460130400		-		0xFFFFF80460130400		C:\Windows\system32\ntoskrnl.exe
1		07		Device not available		0x02		0xFFFFF80460130480		-		0xFFFFF80460130480		C:\Windows\system32\ntoskrnl.exe
1		08		Double fault		0x02		0xFFFFF80460130500		-		0xFFFFF80460130500		C:\Windows\system32\ntoskrnl.exe
1		09		Coprocessor segment overrun		0x02		0xFFFFF80460130580		-		0xFFFFF80460130580		C:\Windows\system32\ntoskrnl.exe
1		0A		Invalid TSS		0x02		0xFFFFF80460130600		-		0xFFFFF80460130600		C:\Windows\system32\ntoskrnl.exe
1		0B		Segment not present		0x02		0xFFFFF80460130680		-		0xFFFFF80460130680		C:\Windows\system32\ntoskrnl.exe
1		0C		Stack segment fault		0x02		0xFFFFF80460130700		-		0xFFFFF80460130700		C:\Windows\system32\ntoskrnl.exe
1		0D		General protection		0x02		0xFFFFF80460130780		-		0xFFFFF80460130780		C:\Windows\system32\ntoskrnl.exe
1		0E		Page Fault		0x02		0xFFFFF80460130800		-		0xFFFFF80460130800		C:\Windows\system32\ntoskrnl.exe
1		0F		Reserved by Intel		0x02		0xFFFFF804601312F8		-		0xFFFFF804601312F8		C:\Windows\system32\ntoskrnl.exe
1		10		Floating-point error		0x02		0xFFFFF80460130880		-		0xFFFFF80460130880		C:\Windows\system32\ntoskrnl.exe
1		11		Alignment check		0x02		0xFFFFF80460130900		-		0xFFFFF80460130900		C:\Windows\system32\ntoskrnl.exe
1		12		Machine check		0x02		0xFFFFF80460130980		-		0xFFFFF80460130980		C:\Windows\system32\ntoskrnl.exe
1		13		SIMD floating point exception		0x02		0xFFFFF80460130A80		-		0xFFFFF80460130A80		C:\Windows\system32\ntoskrnl.exe
1		14		Reserved by Intel		0x02		0xFFFFF80460130B00		-		0xFFFFF80460130B00		C:\Windows\system32\ntoskrnl.exe
1		15		Reserved by Intel		0x02		0xFFFFF80460130B80		-		0xFFFFF80460130B80		C:\Windows\system32\ntoskrnl.exe
1		16		Reserved by Intel		0x02		0xFFFFF80460131330		-		0xFFFFF80460131330		C:\Windows\system32\ntoskrnl.exe
1		17		Reserved by Intel		0x02		0xFFFFF80460131338		-		0xFFFFF80460131338		C:\Windows\system32\ntoskrnl.exe
1		18		Reserved by Intel		0x02		0xFFFFF80460131340		-		0xFFFFF80460131340		C:\Windows\system32\ntoskrnl.exe
1		19		Reserved by Intel		0x02		0xFFFFF80460131348		-		0xFFFFF80460131348		C:\Windows\system32\ntoskrnl.exe
1		1A		Reserved by Intel		0x02		0xFFFFF80460131350		-		0xFFFFF80460131350		C:\Windows\system32\ntoskrnl.exe
1		1B		Reserved by Intel		0x02		0xFFFFF80460131358		-		0xFFFFF80460131358		C:\Windows\system32\ntoskrnl.exe
1		1C		Reserved by Intel		0x02		0xFFFFF80460131360		-		0xFFFFF80460131360		C:\Windows\system32\ntoskrnl.exe
1		1D		Reserved by Intel		0x02		0xFFFFF80460131368		-		0xFFFFF80460131368		C:\Windows\system32\ntoskrnl.exe
1		1E		Reserved by Intel		0x02		0xFFFFF80460131370		-		0xFFFFF80460131370		C:\Windows\system32\ntoskrnl.exe
1		1F		Reserved by Intel		0x02		0xFFFFF80460130C00		-		0xFFFFF80460130C00		C:\Windows\system32\ntoskrnl.exe
1		20		Not used		0x02		0xFFFFF80460130C80		-		0xFFFFF80460130C80		C:\Windows\system32\ntoskrnl.exe
1		21		Not used		0x02		0xFFFFF80460131388		-		0xFFFFF80460131388		C:\Windows\system32\ntoskrnl.exe
1		22		Not used		0x02		0xFFFFF80460131390		-		0xFFFFF80460131390		C:\Windows\system32\ntoskrnl.exe
1		23		Not used		0x02		0xFFFFF80460131398		-		0xFFFFF80460131398		C:\Windows\system32\ntoskrnl.exe
1		24		Not used		0x02		0xFFFFF804601313A0		-		0xFFFFF804601313A0		C:\Windows\system32\ntoskrnl.exe
1		25		Not used		0x02		0xFFFFF804601313A8		-		0xFFFFF804601313A8		C:\Windows\system32\ntoskrnl.exe
1		26		Not used		0x02		0xFFFFF804601313B0		-		0xFFFFF804601313B0		C:\Windows\system32\ntoskrnl.exe
1		27		Not used		0x02		0xFFFFF804601313B8		-		0xFFFFF804601313B8		C:\Windows\system32\ntoskrnl.exe
1		28		Not used		0x02		0xFFFFF804601313C0		-		0xFFFFF804601313C0		C:\Windows\system32\ntoskrnl.exe
1		29		Not used		0x02		0xFFFFF80460130D00		-		0xFFFFF80460130D00		C:\Windows\system32\ntoskrnl.exe
1		2A		KiGetTickCount		0x02		0xFFFFF804601313D0		-		0xFFFFF804601313D0		C:\Windows\system32\ntoskrnl.exe
1		2B		KiCallbackReturn		0x02		0xFFFFF804601313D8		-		0xFFFFF804601313D8		C:\Windows\system32\ntoskrnl.exe
1		2C		KiSetLowWaitHighThread		0x02		0xFFFFF80460130D80		-		0xFFFFF80460130D80		C:\Windows\system32\ntoskrnl.exe
1		2D		KiDebugService		0x02		0xFFFFF80460130E00		-		0xFFFFF80460130E00		C:\Windows\system32\ntoskrnl.exe
1		2E		KiSystemService		0x02		0xFFFFF804601313F0		-		0xFFFFF804601313F0		C:\Windows\system32\ntoskrnl.exe
1		2F		Reserved for APIC		0x02		0xFFFFF80460130F00		-		0xFFFFF80460130F00		C:\Windows\system32\ntoskrnl.exe
1		30		KiStartUnexpectedRange		0x02		0xFFFFF80460130F80		-		0xFFFFF80460130F80		C:\Windows\system32\ntoskrnl.exe
1		31		KiUnexpectedInterrupt1		0x02		0xFFFFF80460131000		-		0xFFFFF80460131000		C:\Windows\system32\ntoskrnl.exe
1		32		KiUnexpectedInterrupt2		0x02		0xFFFFF80460131080		-		0xFFFFF80460131080		C:\Windows\system32\ntoskrnl.exe
1		33		KiUnexpectedInterrupt3		0x02		0xFFFFF80460131100		-		0xFFFFF80460131100		C:\Windows\system32\ntoskrnl.exe
1		34		KiUnexpectedInterrupt4		0x02		0xFFFFF80460131180		-		0xFFFFF80460131180		C:\Windows\system32\ntoskrnl.exe
1		35		KiUnexpectedInterrupt5		0x02		0xFFFFF80460131428		-		0xFFFFF80460131428		C:\Windows\system32\ntoskrnl.exe
1		36		KiUnexpectedInterrupt6		0x02		0xFFFFF80460131430		-		0xFFFFF80460131430		C:\Windows\system32\ntoskrnl.exe
1		37		KiUnexpectedInterrupt7		0x02		0xFFFFF80460131438		-		0xFFFFF80460131438		C:\Windows\system32\ntoskrnl.exe
1		38		KiUnexpectedInterrupt8		0x02		0xFFFFF80460131440		-		0xFFFFF80460131440		C:\Windows\system32\ntoskrnl.exe
1		39		KiUnexpectedInterrupt9		0x02		0xFFFFF80460131448		-		0xFFFFF80460131448		C:\Windows\system32\ntoskrnl.exe
1		3A		KiUnexpectedInterrupt10		0x02		0xFFFFF80460131450		-		0xFFFFF80460131450		C:\Windows\system32\ntoskrnl.exe
1		3B		KiUnexpectedInterrupt11		0x02		0xFFFFF80460131458		-		0xFFFFF80460131458		C:\Windows\system32\ntoskrnl.exe
1		3C		KiUnexpectedInterrupt12		0x02		0xFFFFF80460131460		-		0xFFFFF80460131460		C:\Windows\system32\ntoskrnl.exe
1		3D		KiUnexpectedInterrupt13		0x02		0xFFFFF80460131468		-		0xFFFFF80460131468		C:\Windows\system32\ntoskrnl.exe
1		3E		KiUnexpectedInterrupt14		0x02		0xFFFFF80460131470		-		0xFFFFF80460131470		C:\Windows\system32\ntoskrnl.exe
1		3F		KiUnexpectedInterrupt15		0x02		0xFFFFF80460131478		-		0xFFFFF80460131478		C:\Windows\system32\ntoskrnl.exe
1		40		KiUnexpectedInterrupt16		0x02		0xFFFFF80460131480		-		0xFFFFF80460131480		C:\Windows\system32\ntoskrnl.exe
1		41		KiUnexpectedInterrupt17		0x02		0xFFFFF80460131488		-		0xFFFFF80460131488		C:\Windows\system32\ntoskrnl.exe
1		42		KiUnexpectedInterrupt18		0x02		0xFFFFF80460131490		-		0xFFFFF80460131490		C:\Windows\system32\ntoskrnl.exe
1		43		KiUnexpectedInterrupt19		0x02		0xFFFFF80460131498		-		0xFFFFF80460131498		C:\Windows\system32\ntoskrnl.exe
1		44		KiUnexpectedInterrupt20		0x02		0xFFFFF804601314A0		-		0xFFFFF804601314A0		C:\Windows\system32\ntoskrnl.exe
1		45		KiUnexpectedInterrupt21		0x02		0xFFFFF804601314A8		-		0xFFFFF804601314A8		C:\Windows\system32\ntoskrnl.exe
1		46		KiUnexpectedInterrupt22		0x02		0xFFFFF804601314B0		-		0xFFFFF804601314B0		C:\Windows\system32\ntoskrnl.exe
1		47		KiUnexpectedInterrupt23		0x02		0xFFFFF804601314B8		-		0xFFFFF804601314B8		C:\Windows\system32\ntoskrnl.exe
1		48		KiUnexpectedInterrupt24		0x02		0xFFFFF804601314C0		-		0xFFFFF804601314C0		C:\Windows\system32\ntoskrnl.exe
1		49		KiUnexpectedInterrupt25		0x02		0xFFFFF804601314C8		-		0xFFFFF804601314C8		C:\Windows\system32\ntoskrnl.exe
1		4A		KiUnexpectedInterrupt26		0x02		0xFFFFF804601314D0		-		0xFFFFF804601314D0		C:\Windows\system32\ntoskrnl.exe
1		4B		KiUnexpectedInterrupt27		0x02		0xFFFFF804601314D8		-		0xFFFFF804601314D8		C:\Windows\system32\ntoskrnl.exe
1		4C		KiUnexpectedInterrupt28		0x02		0xFFFFF804601314E0		-		0xFFFFF804601314E0		C:\Windows\system32\ntoskrnl.exe
1		4D		KiUnexpectedInterrupt29		0x02		0xFFFFF804601314E8		-		0xFFFFF804601314E8		C:\Windows\system32\ntoskrnl.exe
1		4E		KiUnexpectedInterrupt30		0x02		0xFFFFF804601314F0		-		0xFFFFF804601314F0		C:\Windows\system32\ntoskrnl.exe
1		4F		KiUnexpectedInterrupt31		0x02		0xFFFFF804601314F8		-		0xFFFFF804601314F8		C:\Windows\system32\ntoskrnl.exe
1		50		KiUnexpectedInterrupt32		0x02		0xFFFFF80460131500		-		0xFFFFF80460131500		C:\Windows\system32\ntoskrnl.exe
1		51		KiUnexpectedInterrupt33		0x02		0xFFFFF80460131508		-		0xFFFFF80460131508		C:\Windows\system32\ntoskrnl.exe
1		52		KiUnexpectedInterrupt34		0x02		0xFFFFF80460131510		-		0xFFFFF80460131510		C:\Windows\system32\ntoskrnl.exe
1		53		KiUnexpectedInterrupt35		0x02		0xFFFFF80460131518		-		0xFFFFF80460131518		C:\Windows\system32\ntoskrnl.exe
1		54		KiUnexpectedInterrupt36		0x02		0xFFFFF80460131520		-		0xFFFFF80460131520		C:\Windows\system32\ntoskrnl.exe
1		55		KiUnexpectedInterrupt37		0x02		0xFFFFF80460131528		-		0xFFFFF80460131528		C:\Windows\system32\ntoskrnl.exe
1		56		KiUnexpectedInterrupt38		0x02		0xFFFFF80460131530		-		0xFFFFF80460131530		C:\Windows\system32\ntoskrnl.exe
1		57		KiUnexpectedInterrupt39		0x02		0xFFFFF80460131538		-		0xFFFFF80460131538		C:\Windows\system32\ntoskrnl.exe
1		58		KiUnexpectedInterrupt40		0x02		0xFFFFF80460131540		-		0xFFFFF80460131540		C:\Windows\system32\ntoskrnl.exe
1		59		KiUnexpectedInterrupt41		0x02		0xFFFFF80460131548		-		0xFFFFF80460131548		C:\Windows\system32\ntoskrnl.exe
1		5A		KiUnexpectedInterrupt42		0x02		0xFFFFF80460131550		-		0xFFFFF80460131550		C:\Windows\system32\ntoskrnl.exe
1		5B		KiUnexpectedInterrupt43		0x02		0xFFFFF80460131558		-		0xFFFFF80460131558		C:\Windows\system32\ntoskrnl.exe
1		5C		KiUnexpectedInterrupt44		0x02		0xFFFFF80460131560		-		0xFFFFF80460131560		C:\Windows\system32\ntoskrnl.exe
1		5D		KiUnexpectedInterrupt45		0x02		0xFFFFF80460131568		-		0xFFFFF80460131568		C:\Windows\system32\ntoskrnl.exe
1		5E		KiUnexpectedInterrupt46		0x02		0xFFFFF80460131570		-		0xFFFFF80460131570		C:\Windows\system32\ntoskrnl.exe
1		5F		KiUnexpectedInterrupt47		0x02		0xFFFFF80460131578		-		0xFFFFF80460131578		C:\Windows\system32\ntoskrnl.exe
1		60		KiUnexpectedInterrupt48		0x02		0xFFFFF80460131580		-		0xFFFFF80460131580		C:\Windows\system32\ntoskrnl.exe
1		61		KiUnexpectedInterrupt49		0x02		0xFFFFF80460131588		-		0xFFFFF80460131588		C:\Windows\system32\ntoskrnl.exe
1		62		KiUnexpectedInterrupt50		0x02		0xFFFFF80460131590		-		0xFFFFF80460131590		C:\Windows\system32\ntoskrnl.exe
1		63		KiUnexpectedInterrupt51		0x02		0xFFFFF80460131598		-		0xFFFFF80460131598		C:\Windows\system32\ntoskrnl.exe
1		64		KiUnexpectedInterrupt52		0x02		0xFFFFF804601315A0		-		0xFFFFF804601315A0		C:\Windows\system32\ntoskrnl.exe
1		65		KiUnexpectedInterrupt53		0x02		0xFFFFF804601315A8		-		0xFFFFF804601315A8		C:\Windows\system32\ntoskrnl.exe
1		66		KiUnexpectedInterrupt54		0x02		0xFFFFF804601315B0		-		0xFFFFF804601315B0		C:\Windows\system32\ntoskrnl.exe
1		67		KiUnexpectedInterrupt55		0x02		0xFFFFF804601315B8		-		0xFFFFF804601315B8		C:\Windows\system32\ntoskrnl.exe
1		68		KiUnexpectedInterrupt56		0x02		0xFFFFF804601315C0		-		0xFFFFF804601315C0		C:\Windows\system32\ntoskrnl.exe
1		69		KiUnexpectedInterrupt57		0x02		0xFFFFF804601315C8		-		0xFFFFF804601315C8		C:\Windows\system32\ntoskrnl.exe
1		6A		KiUnexpectedInterrupt58		0x02		0xFFFFF804601315D0		-		0xFFFFF804601315D0		C:\Windows\system32\ntoskrnl.exe
1		6B		KiUnexpectedInterrupt59		0x02		0xFFFFF804601315D8		-		0xFFFFF804601315D8		C:\Windows\system32\ntoskrnl.exe
1		6C		KiUnexpectedInterrupt60		0x02		0xFFFFF804601315E0		-		0xFFFFF804601315E0		C:\Windows\system32\ntoskrnl.exe
1		6D		KiUnexpectedInterrupt61		0x02		0xFFFFF804601315E8		-		0xFFFFF804601315E8		C:\Windows\system32\ntoskrnl.exe
1		6E		KiUnexpectedInterrupt62		0x02		0xFFFFF804601315F0		-		0xFFFFF804601315F0		C:\Windows\system32\ntoskrnl.exe
1		6F		KiUnexpectedInterrupt63		0x02		0xFFFFF804601315F8		-		0xFFFFF804601315F8		C:\Windows\system32\ntoskrnl.exe
1		70		KiUnexpectedInterrupt64		0x02		0xFFFFF80460131600		-		0xFFFFF80460131600		C:\Windows\system32\ntoskrnl.exe
1		71		KiUnexpectedInterrupt65		0x02		0xFFFFF80460131608		-		0xFFFFF80460131608		C:\Windows\system32\ntoskrnl.exe
1		72		KiUnexpectedInterrupt66		0x02		0xFFFFF80460131610		-		0xFFFFF80460131610		C:\Windows\system32\ntoskrnl.exe
1		73		KiUnexpectedInterrupt67		0x02		0xFFFFF80460131618		-		0xFFFFF80460131618		C:\Windows\system32\ntoskrnl.exe
1		74		KiUnexpectedInterrupt68		0x02		0xFFFFF80460131620		-		0xFFFFF80460131620		C:\Windows\system32\ntoskrnl.exe
1		75		KiUnexpectedInterrupt69		0x02		0xFFFFF80460131628		-		0xFFFFF80460131628		C:\Windows\system32\ntoskrnl.exe
1		76		KiUnexpectedInterrupt70		0x02		0xFFFFF80460131630		-		0xFFFFF80460131630		C:\Windows\system32\ntoskrnl.exe
1		77		KiUnexpectedInterrupt71		0x02		0xFFFFF80460131638		-		0xFFFFF80460131638		C:\Windows\system32\ntoskrnl.exe
1		78		KiUnexpectedInterrupt72		0x02		0xFFFFF80460131640		-		0xFFFFF80460131640		C:\Windows\system32\ntoskrnl.exe
1		79		KiUnexpectedInterrupt73		0x02		0xFFFFF80460131648		-		0xFFFFF80460131648		C:\Windows\system32\ntoskrnl.exe
1		7A		KiUnexpectedInterrupt74		0x02		0xFFFFF80460131650		-		0xFFFFF80460131650		C:\Windows\system32\ntoskrnl.exe
1		7B		KiUnexpectedInterrupt75		0x02		0xFFFFF80460131658		-		0xFFFFF80460131658		C:\Windows\system32\ntoskrnl.exe
1		7C		KiUnexpectedInterrupt76		0x02		0xFFFFF80460131660		-		0xFFFFF80460131660		C:\Windows\system32\ntoskrnl.exe
1		7D		KiUnexpectedInterrupt77		0x02		0xFFFFF80460131668		-		0xFFFFF80460131668		C:\Windows\system32\ntoskrnl.exe
1		7E		KiUnexpectedInterrupt78		0x02		0xFFFFF80460131670		-		0xFFFFF80460131670		C:\Windows\system32\ntoskrnl.exe
1		7F		KiUnexpectedInterrupt79		0x02		0xFFFFF80460131678		-		0xFFFFF80460131678		C:\Windows\system32\ntoskrnl.exe
1		80		KiUnexpectedInterrupt80		0x02		0xFFFFF80460131680		-		0xFFFFF80460131680		C:\Windows\system32\ntoskrnl.exe
1		81		KiUnexpectedInterrupt81		0x02		0xFFFFF80460131688		-		0xFFFFF80460131688		C:\Windows\system32\ntoskrnl.exe
1		82		KiUnexpectedInterrupt82		0x02		0xFFFFF80460131690		-		0xFFFFF80460131690		C:\Windows\system32\ntoskrnl.exe
1		83		KiUnexpectedInterrupt83		0x02		0xFFFFF80460131698		-		0xFFFFF80460131698		C:\Windows\system32\ntoskrnl.exe
1		84		KiUnexpectedInterrupt84		0x02		0xFFFFF804601316A0		-		0xFFFFF804601316A0		C:\Windows\system32\ntoskrnl.exe
1		85		KiUnexpectedInterrupt85		0x02		0xFFFFF804601316A8		-		0xFFFFF804601316A8		C:\Windows\system32\ntoskrnl.exe
1		86		KiUnexpectedInterrupt86		0x02		0xFFFFF804601316B0		-		0xFFFFF804601316B0		C:\Windows\system32\ntoskrnl.exe
1		87		KiUnexpectedInterrupt87		0x02		0xFFFFF804601316B8		-		0xFFFFF804601316B8		C:\Windows\system32\ntoskrnl.exe
1		88		KiUnexpectedInterrupt88		0x02		0xFFFFF804601316C0		-		0xFFFFF804601316C0		C:\Windows\system32\ntoskrnl.exe
1		89		KiUnexpectedInterrupt89		0x02		0xFFFFF804601316C8		-		0xFFFFF804601316C8		C:\Windows\system32\ntoskrnl.exe
1		8A		KiUnexpectedInterrupt90		0x02		0xFFFFF804601316D0		-		0xFFFFF804601316D0		C:\Windows\system32\ntoskrnl.exe
