[PC Hunter Standard][Kernel Hook]: 3093
挂钩对象		挂钩位置		钩子类型		挂钩处当前值		挂钩处原始值
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600AB10D]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600AB347]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600AB42D]->[-]		Inline		00 97		80 FA
len(2) [ntoskrnl.exe]		[0xFFFFF804600AB528]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600AB53F]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600AB54D]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600AB5E6]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600AB8C2]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600AB8DF]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600ABB6D]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600ABD66]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600ABE9F]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600AC01B]->[-]		Inline		00 97		80 FA
len(2) [ntoskrnl.exe]		[0xFFFFF804600AC2E8]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600AC382]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600AC3DC]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600AC40A]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600AC45C]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600ACC4D]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600ACD4A]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600AD0E6]->[-]		Inline		00 FA		80 F6
len(2) [ntoskrnl.exe]		[0xFFFFF804600AD1C8]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600AD2C6]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600AD77F]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600AD796]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600AD841]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600AD8C1]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600AD8E2]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600ADC06]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600ADC6B]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600ADEA9]->[-]		Inline		00 FA		80 F6
len(2) [ntoskrnl.exe]		[0xFFFFF804600ADF28]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600ADF65]->[-]		Inline		00 97		80 FA
len(2) [ntoskrnl.exe]		[0xFFFFF804600AE218]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600AE2D4]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600AE311]->[-]		Inline		00 97		80 FA
len(2) [ntoskrnl.exe]		[0xFFFFF804600AE4B0]->[-]		Inline		00 FA		80 F6
len(2) [ntoskrnl.exe]		[0xFFFFF804600AE758]->[-]		Inline		00 FA		80 F6
len(2) [ntoskrnl.exe]		[0xFFFFF804600AE778]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600AE93E]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600AEA53]->[-]		Inline		00 FA		80 F6
len(2) [ntoskrnl.exe]		[0xFFFFF804600AEB80]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600AED9C]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600AF2B3]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600AF4EB]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600AF5CD]->[-]		Inline		00 97		80 FA
[*]len(6) [ntoskrnl.exe]		[0xFFFFF804600AF76B]->[-]		Inline		A0 4F 9F 3E 7D FA		68 DF BE 7D FB F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600AF785]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600AF7CB]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600AF7E2]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600AF8C1]->[-]		Inline		00 FA		80 F6
len(2) [ntoskrnl.exe]		[0xFFFFF804600AF970]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600AF98F]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600AF9CF]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600AFAD2]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600AFB6F]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600AFC24]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600AFF06]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600AFF54]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600AFF93]->[-]		Inline		00 97		80 FA
len(2) [ntoskrnl.exe]		[0xFFFFF804600B0028]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600B0BDA]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600B0CE5]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600B0CFC]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600B0E0B]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600B0F42]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600B1076]->[-]		Inline		00 FA		80 F6
len(2) [ntoskrnl.exe]		[0xFFFFF804600B1150]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600B1241]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600B1287]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600B130A]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600B1322]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600B1389]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600B1639]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600B1C7E]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600B1D3B]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600B1DD3]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600B1FD5]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600B234E]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600B239D]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600B24D3]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600B25D1]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600B2DCC]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600B2F96]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600B30D5]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600B319F]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600B32F9]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600B35F4]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600B365B]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600B384B]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600B391C]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600B3ADF]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600B3B2B]->[-]		Inline		00 97		80 FA
[*]len(6) [ntoskrnl.exe]		[0xFFFFF804600B3B84]->[-]		Inline		A0 4F 9F 3E 7D FA		68 DF BE 7D FB F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600B3CC9]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600B3DD3]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600B3E76]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600B3F0B]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600B408E]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600B4112]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600B4424]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600B4697]->[-]		Inline		00 FA		80 F6
len(2) [ntoskrnl.exe]		[0xFFFFF804600B46D0]->[-]		Inline		7F FA		FF F6
len(2) [ntoskrnl.exe]		[0xFFFFF804600B5000]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600B5261]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600B52FB]->[-]		Inline		00 97		80 FA
len(2) [ntoskrnl.exe]		[0xFFFFF804600B5340]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600B5456]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600B5745]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600B57E5]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600B586C]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600B58A6]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600B67AA]->[-]		Inline		00 FA		80 F6
len(2) [ntoskrnl.exe]		[0xFFFFF804600B6818]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600B6A4F]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600B72B9]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600B79A7]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600B7D02]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600B7F49]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600B835E]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600B85DD]->[-]		Inline		00 97		80 FA
len(2) [ntoskrnl.exe]		[0xFFFFF804600B8650]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600B92BE]->[-]		Inline		00 FA		80 F6
len(2) [ntoskrnl.exe]		[0xFFFFF804600B9470]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600B9484]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600B9515]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600B961C]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600B9A5E]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600BA8EF]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600BA9F1]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600BACDC]->[-]		Inline		00 FA		80 F6
len(2) [ntoskrnl.exe]		[0xFFFFF804600BAD68]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600BAF8E]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600BB06E]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600BB1D2]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600BB291]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600BB303]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600BB349]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600BB381]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600BB4CF]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600BB4EA]->[-]		Inline		00 97		80 FA
len(2) [ntoskrnl.exe]		[0xFFFFF804600BB5E8]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600BB816]->[-]		Inline		00 FA		80 F6
len(2) [ntoskrnl.exe]		[0xFFFFF804600BB8C8]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600BC41A]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600BC43B]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600BC6CE]->[-]		Inline		00 FA		80 F6
len(2) [ntoskrnl.exe]		[0xFFFFF804600BC7D8]->[-]		Inline		00 FA		80 F6
len(2) [ntoskrnl.exe]		[0xFFFFF804600BC868]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600BC889]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600BCB57]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600BCC6B]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600BCCDA]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600BCCF5]->[-]		Inline		00 97		80 FA
len(2) [ntoskrnl.exe]		[0xFFFFF804600BD1A8]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600BD1DC]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600BD1E6]->[-]		Inline		7F FA		FF F6
len(2) [ntoskrnl.exe]		[0xFFFFF804600BD248]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600BD2D5]->[-]		Inline		00 97		80 FA
len(2) [ntoskrnl.exe]		[0xFFFFF804600BD380]->[-]		Inline		7F FA		FF F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600BD397]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600BD524]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600BD597]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600BD76E]->[-]		Inline		00 FA		80 F6
len(2) [ntoskrnl.exe]		[0xFFFFF804600BDB78]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600BDC9E]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600BDCD6]->[-]		Inline		7F FA		FF F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600BDDFF]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600BE069]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600BE08D]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600BE2CA]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600BE2F6]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600BE45F]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600BE842]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600BE922]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600BEB3D]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600BEC83]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600BECDD]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600BF4B1]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600BF4D3]->[-]		Inline		00 97		80 FA
len(2) [ntoskrnl.exe]		[0xFFFFF804600BF658]->[-]		Inline		00 97		80 FA
len(2) [ntoskrnl.exe]		[0xFFFFF804600BF6E8]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600BF794]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600BF885]->[-]		Inline		00 97		80 FA
len(2) [ntoskrnl.exe]		[0xFFFFF804600BF8E8]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600BFB3A]->[-]		Inline		00 FA		80 F6
len(2) [ntoskrnl.exe]		[0xFFFFF804600BFD10]->[-]		Inline		00 FA		80 F6
len(2) [ntoskrnl.exe]		[0xFFFFF804600BFDA0]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600BFE02]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600BFEC9]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600C0134]->[-]		Inline		00 97		80 FA
len(2) [ntoskrnl.exe]		[0xFFFFF804600C0190]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600C0312]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600C091E]->[-]		Inline		00 FA		80 F6
len(2) [ntoskrnl.exe]		[0xFFFFF804600C0990]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600C0C04]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600C0CD6]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600C0CF3]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600C0FFC]->[-]		Inline		00 97		80 FA
len(2) [ntoskrnl.exe]		[0xFFFFF804600C1118]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600C11E4]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600C1464]->[-]		Inline		00 97		80 FA
len(2) [ntoskrnl.exe]		[0xFFFFF804600C1588]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600C168D]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600C172B]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600C1779]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600C1C74]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600C2015]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600C2334]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600C245F]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600C261B]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600C26A9]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600C28A5]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600C2AB6]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600C2C2A]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600C2E4D]->[-]		Inline		00 97		80 FA
len(2) [ntoskrnl.exe]		[0xFFFFF804600C31D8]->[-]		Inline		00 97		80 FA
len(2) [ntoskrnl.exe]		[0xFFFFF804600C3200]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600C3654]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600C3821]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600C395D]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600C3BB4]->[-]		Inline		00 97		80 FA
len(2) [ntoskrnl.exe]		[0xFFFFF804600C4008]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600C45CE]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600C4625]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600C47EE]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600C49EF]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600C4A43]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600C4BE7]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600C4D31]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600C5004]->[-]		Inline		00 FA		80 F6
len(2) [ntoskrnl.exe]		[0xFFFFF804600C5250]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600C54DE]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600C5569]->[-]		Inline		00 97		80 FA
len(2) [ntoskrnl.exe]		[0xFFFFF804600C5640]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600C6021]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600C63EA]->[-]		Inline		00 97		80 FA
len(2) [ntoskrnl.exe]		[0xFFFFF804600C6CB0]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600C6E6F]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600C702B]->[-]		Inline		00 97		80 FA
len(2) [ntoskrnl.exe]		[0xFFFFF804600C7098]->[-]		Inline		00 97		80 FA
len(2) [ntoskrnl.exe]		[0xFFFFF804600C70C8]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600C7143]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600C71BD]->[-]		Inline		00 97		80 FA
len(2) [ntoskrnl.exe]		[0xFFFFF804600C7398]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600C7477]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600C75C4]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600C76A2]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600C7897]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600C79C3]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600C7B6D]->[-]		Inline		00 97		80 FA
len(2) [ntoskrnl.exe]		[0xFFFFF804600C7BC8]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600C7C4F]->[-]		Inline		00 97		80 FA
len(2) [ntoskrnl.exe]		[0xFFFFF804600C7F40]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600C816D]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600C8235]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600C83DD]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600C8601]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600C8614]->[-]		Inline		7F FA		FF F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600C866F]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600C879A]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600C8974]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF804600C8A99]->[-]		Inline		00 97		80 FA
