[PC Hunter Standard][ObjectType Hook]: 384
函数名		当前函数地址		Hook		原始函数地址		Object类型		Object地址		当前函数地址所在模块
SeDefaultObjectMethod		0xFFFFF8046049EE60		-		-		Type		0xFFFFCD87EAAA2900		C:\Windows\system32\ntoskrnl.exe
CloseProcedure		0xFFFFF808536A63C0		-		-		FilterCommunicationPort		0xFFFFCD87EABFCDA0		C:\Windows\System32\drivers\FLTMGR.SYS
DeleteProcedure		0xFFFFF808536A6920		-		-		FilterCommunicationPort		0xFFFFCD87EABFCDA0		C:\Windows\System32\drivers\FLTMGR.SYS
SeDefaultObjectMethod		0xFFFFF8046049EE60		-		-		FilterCommunicationPort		0xFFFFCD87EABFCDA0		C:\Windows\system32\ntoskrnl.exe
CloseProcedure		0xFFFFF804604BE020		-		-		PowerRequest		0xFFFFCD87EAAF4220		C:\Windows\system32\ntoskrnl.exe
DeleteProcedure		0xFFFFF804604BC670		-		-		PowerRequest		0xFFFFCD87EAAF4220		C:\Windows\system32\ntoskrnl.exe
SeDefaultObjectMethod		0xFFFFF8046049EE60		-		-		PowerRequest		0xFFFFCD87EAAF4220		C:\Windows\system32\ntoskrnl.exe
OpenProcedure		0xFFFFF80853616510		-		-		TmRm		0xFFFFCD87EAAF5820		C:\Windows\System32\drivers\tm.sys
CloseProcedure		0xFFFFF80853615A90		-		-		TmRm		0xFFFFCD87EAAF5820		C:\Windows\System32\drivers\tm.sys
DeleteProcedure		0xFFFFF80853615E50		-		-		TmRm		0xFFFFCD87EAAF5820		C:\Windows\System32\drivers\tm.sys
SeDefaultObjectMethod		0xFFFFF8046049EE60		-		-		TmRm		0xFFFFCD87EAAF5820		C:\Windows\system32\ntoskrnl.exe
PostOperation		0xFFFFF80468B933B4		ObjectType_Callback		-		Process		0xFFFFCD87EAA88AE0		C:\Windows\tesxnginx.sys
PreOperation		0xFFFFF80468B933D4		ObjectType_Callback		-		Process		0xFFFFCD87EAA88AE0		C:\Windows\tesxnginx.sys
PostOperation		0xFFFFF80469269F40		ObjectType_Callback		-		Process		0xFFFFCD87EAA88AE0		C:\Windows\system32\TesSafe.sys
PreOperation		0xFFFFF80469269F1C		ObjectType_Callback		-		Process		0xFFFFCD87EAA88AE0		C:\Windows\system32\TesSafe.sys
PostOperation		0xFFFFF80468B933C4		ObjectType_Callback		-		Thread		0xFFFFCD87EAA88DA0		C:\Windows\tesxnginx.sys
PreOperation		0xFFFFF80468B933E8		ObjectType_Callback		-		Thread		0xFFFFCD87EAA88DA0		C:\Windows\tesxnginx.sys
PreOperation		0xFFFFF80469269F64		ObjectType_Callback		-		Thread		0xFFFFCD87EAA88DA0		C:\Windows\system32\TesSafe.sys
GetCellRoutine		0xFFFFF8046038BE50		-		0xFFFFF8046038BE50		HHIVE		0xFFFF86090EA0E000		C:\Windows\system32\ntoskrnl.exe
ReleaseCellRoutine		0xFFFFF8046038BF30		-		0xFFFFF8046038BF30		HHIVE		0xFFFF86090EA0E000		C:\Windows\system32\ntoskrnl.exe
CmpAllocate		0xFFFFF80460469800		-		-		HHIVE		0xFFFF86090EA0E000		C:\Windows\system32\ntoskrnl.exe
CmpFree		0xFFFFF8046046ACC0		-		-		HHIVE		0xFFFF86090EA0E000		C:\Windows\system32\ntoskrnl.exe
CmpFileWrite		0xFFFFF80460471DA0		-		-		HHIVE		0xFFFF86090EA0E000		C:\Windows\system32\ntoskrnl.exe
CmpFileRead		0xFFFFF804603C55C0		-		-		HHIVE		0xFFFF86090EA0E000		C:\Windows\system32\ntoskrnl.exe
GetCellRoutine		0xFFFFF8046038BE50		-		0xFFFFF8046038BE50		HHIVE		0xFFFF86090EA61000		C:\Windows\system32\ntoskrnl.exe
ReleaseCellRoutine		0xFFFFF8046038BF30		-		0xFFFFF8046038BF30		HHIVE		0xFFFF86090EA61000		C:\Windows\system32\ntoskrnl.exe
CmpAllocate		0xFFFFF80460469800		-		-		HHIVE		0xFFFF86090EA61000		C:\Windows\system32\ntoskrnl.exe
CmpFree		0xFFFFF8046046ACC0		-		-		HHIVE		0xFFFF86090EA61000		C:\Windows\system32\ntoskrnl.exe
CmpFileWrite		0xFFFFF80460471DA0		-		-		HHIVE		0xFFFF86090EA61000		C:\Windows\system32\ntoskrnl.exe
CmpFileRead		0xFFFFF804603C55C0		-		-		HHIVE		0xFFFF86090EA61000		C:\Windows\system32\ntoskrnl.exe
GetCellRoutine		0xFFFFF8046038BE50		-		0xFFFFF8046038BE50		HHIVE		0xFFFF86090EAD7000		C:\Windows\system32\ntoskrnl.exe
ReleaseCellRoutine		0xFFFFF8046038BF30		-		0xFFFFF8046038BF30		HHIVE		0xFFFF86090EAD7000		C:\Windows\system32\ntoskrnl.exe
CmpAllocate		0xFFFFF80460469800		-		-		HHIVE		0xFFFF86090EAD7000		C:\Windows\system32\ntoskrnl.exe
CmpFree		0xFFFFF8046046ACC0		-		-		HHIVE		0xFFFF86090EAD7000		C:\Windows\system32\ntoskrnl.exe
CmpFileWrite		0xFFFFF80460471DA0		-		-		HHIVE		0xFFFF86090EAD7000		C:\Windows\system32\ntoskrnl.exe
CmpFileRead		0xFFFFF804603C55C0		-		-		HHIVE		0xFFFF86090EAD7000		C:\Windows\system32\ntoskrnl.exe
GetCellRoutine		0xFFFFF8046038BE50		-		0xFFFFF8046038BE50		HHIVE		0xFFFF860910848000		C:\Windows\system32\ntoskrnl.exe
ReleaseCellRoutine		0xFFFFF8046038BF30		-		0xFFFFF8046038BF30		HHIVE		0xFFFF860910848000		C:\Windows\system32\ntoskrnl.exe
CmpAllocate		0xFFFFF80460469800		-		-		HHIVE		0xFFFF860910848000		C:\Windows\system32\ntoskrnl.exe
CmpFree		0xFFFFF8046046ACC0		-		-		HHIVE		0xFFFF860910848000		C:\Windows\system32\ntoskrnl.exe
CmpFileWrite		0xFFFFF80460471DA0		-		-		HHIVE		0xFFFF860910848000		C:\Windows\system32\ntoskrnl.exe
CmpFileRead		0xFFFFF804603C55C0		-		-		HHIVE		0xFFFF860910848000		C:\Windows\system32\ntoskrnl.exe
GetCellRoutine		0xFFFFF8046038BE50		-		0xFFFFF8046038BE50		HHIVE		0xFFFF86091084A000		C:\Windows\system32\ntoskrnl.exe
ReleaseCellRoutine		0xFFFFF8046038BF30		-		0xFFFFF8046038BF30		HHIVE		0xFFFF86091084A000		C:\Windows\system32\ntoskrnl.exe
CmpAllocate		0xFFFFF80460469800		-		-		HHIVE		0xFFFF86091084A000		C:\Windows\system32\ntoskrnl.exe
CmpFree		0xFFFFF8046046ACC0		-		-		HHIVE		0xFFFF86091084A000		C:\Windows\system32\ntoskrnl.exe
CmpFileWrite		0xFFFFF80460471DA0		-		-		HHIVE		0xFFFF86091084A000		C:\Windows\system32\ntoskrnl.exe
CmpFileRead		0xFFFFF804603C55C0		-		-		HHIVE		0xFFFF86091084A000		C:\Windows\system32\ntoskrnl.exe
GetCellRoutine		0xFFFFF8046038BE50		-		0xFFFFF8046038BE50		HHIVE		0xFFFF8609128DF000		C:\Windows\system32\ntoskrnl.exe
ReleaseCellRoutine		0xFFFFF8046038BF30		-		0xFFFFF8046038BF30		HHIVE		0xFFFF8609128DF000		C:\Windows\system32\ntoskrnl.exe
CmpAllocate		0xFFFFF80460469800		-		-		HHIVE		0xFFFF8609128DF000		C:\Windows\system32\ntoskrnl.exe
CmpFree		0xFFFFF8046046ACC0		-		-		HHIVE		0xFFFF8609128DF000		C:\Windows\system32\ntoskrnl.exe
CmpFileWrite		0xFFFFF80460471DA0		-		-		HHIVE		0xFFFF8609128DF000		C:\Windows\system32\ntoskrnl.exe
CmpFileRead		0xFFFFF804603C55C0		-		-		HHIVE		0xFFFF8609128DF000		C:\Windows\system32\ntoskrnl.exe
GetCellRoutine		0xFFFFF8046038BE50		-		0xFFFFF8046038BE50		HHIVE		0xFFFF8609128EB000		C:\Windows\system32\ntoskrnl.exe
ReleaseCellRoutine		0xFFFFF8046038BF30		-		0xFFFFF8046038BF30		HHIVE		0xFFFF8609128EB000		C:\Windows\system32\ntoskrnl.exe
CmpAllocate		0xFFFFF80460469800		-		-		HHIVE		0xFFFF8609128EB000		C:\Windows\system32\ntoskrnl.exe
CmpFree		0xFFFFF8046046ACC0		-		-		HHIVE		0xFFFF8609128EB000		C:\Windows\system32\ntoskrnl.exe
CmpFileWrite		0xFFFFF80460471DA0		-		-		HHIVE		0xFFFF8609128EB000		C:\Windows\system32\ntoskrnl.exe
CmpFileRead		0xFFFFF804603C55C0		-		-		HHIVE		0xFFFF8609128EB000		C:\Windows\system32\ntoskrnl.exe
GetCellRoutine		0xFFFFF8046038BE50		-		0xFFFFF8046038BE50		HHIVE		0xFFFF860912C03000		C:\Windows\system32\ntoskrnl.exe
ReleaseCellRoutine		0xFFFFF8046038BF30		-		0xFFFFF8046038BF30		HHIVE		0xFFFF860912C03000		C:\Windows\system32\ntoskrnl.exe
CmpAllocate		0xFFFFF80460469800		-		-		HHIVE		0xFFFF860912C03000		C:\Windows\system32\ntoskrnl.exe
CmpFree		0xFFFFF8046046ACC0		-		-		HHIVE		0xFFFF860912C03000		C:\Windows\system32\ntoskrnl.exe
CmpFileWrite		0xFFFFF80460471DA0		-		-		HHIVE		0xFFFF860912C03000		C:\Windows\system32\ntoskrnl.exe
CmpFileRead		0xFFFFF804603C55C0		-		-		HHIVE		0xFFFF860912C03000		C:\Windows\system32\ntoskrnl.exe
GetCellRoutine		0xFFFFF8046038BE50		-		0xFFFFF8046038BE50		HHIVE		0xFFFF86091318B000		C:\Windows\system32\ntoskrnl.exe
ReleaseCellRoutine		0xFFFFF8046038BF30		-		0xFFFFF8046038BF30		HHIVE		0xFFFF86091318B000		C:\Windows\system32\ntoskrnl.exe
CmpAllocate		0xFFFFF80460469800		-		-		HHIVE		0xFFFF86091318B000		C:\Windows\system32\ntoskrnl.exe
CmpFree		0xFFFFF8046046ACC0		-		-		HHIVE		0xFFFF86091318B000		C:\Windows\system32\ntoskrnl.exe
CmpFileWrite		0xFFFFF80460471DA0		-		-		HHIVE		0xFFFF86091318B000		C:\Windows\system32\ntoskrnl.exe
CmpFileRead		0xFFFFF804603C55C0		-		-		HHIVE		0xFFFF86091318B000		C:\Windows\system32\ntoskrnl.exe
GetCellRoutine		0xFFFFF8046038BE50		-		0xFFFFF8046038BE50		HHIVE		0xFFFF86091351A000		C:\Windows\system32\ntoskrnl.exe
ReleaseCellRoutine		0xFFFFF8046038BF30		-		0xFFFFF8046038BF30		HHIVE		0xFFFF86091351A000		C:\Windows\system32\ntoskrnl.exe
CmpAllocate		0xFFFFF80460469800		-		-		HHIVE		0xFFFF86091351A000		C:\Windows\system32\ntoskrnl.exe
CmpFree		0xFFFFF8046046ACC0		-		-		HHIVE		0xFFFF86091351A000		C:\Windows\system32\ntoskrnl.exe
CmpFileWrite		0xFFFFF80460471DA0		-		-		HHIVE		0xFFFF86091351A000		C:\Windows\system32\ntoskrnl.exe
CmpFileRead		0xFFFFF804603C55C0		-		-		HHIVE		0xFFFF86091351A000		C:\Windows\system32\ntoskrnl.exe
GetCellRoutine		0xFFFFF8046038BE50		-		0xFFFFF8046038BE50		HHIVE		0xFFFF860913523000		C:\Windows\system32\ntoskrnl.exe
ReleaseCellRoutine		0xFFFFF8046038BF30		-		0xFFFFF8046038BF30		HHIVE		0xFFFF860913523000		C:\Windows\system32\ntoskrnl.exe
CmpAllocate		0xFFFFF80460469800		-		-		HHIVE		0xFFFF860913523000		C:\Windows\system32\ntoskrnl.exe
CmpFree		0xFFFFF8046046ACC0		-		-		HHIVE		0xFFFF860913523000		C:\Windows\system32\ntoskrnl.exe
CmpFileWrite		0xFFFFF80460471DA0		-		-		HHIVE		0xFFFF860913523000		C:\Windows\system32\ntoskrnl.exe
CmpFileRead		0xFFFFF804603C55C0		-		-		HHIVE		0xFFFF860913523000		C:\Windows\system32\ntoskrnl.exe
GetCellRoutine		0xFFFFF8046038BE50		-		0xFFFFF8046038BE50		HHIVE		0xFFFF860913ECD000		C:\Windows\system32\ntoskrnl.exe
ReleaseCellRoutine		0xFFFFF8046038BF30		-		0xFFFFF8046038BF30		HHIVE		0xFFFF860913ECD000		C:\Windows\system32\ntoskrnl.exe
CmpAllocate		0xFFFFF80460469800		-		-		HHIVE		0xFFFF860913ECD000		C:\Windows\system32\ntoskrnl.exe
CmpFree		0xFFFFF8046046ACC0		-		-		HHIVE		0xFFFF860913ECD000		C:\Windows\system32\ntoskrnl.exe
CmpFileWrite		0xFFFFF80460471DA0		-		-		HHIVE		0xFFFF860913ECD000		C:\Windows\system32\ntoskrnl.exe
CmpFileRead		0xFFFFF804603C55C0		-		-		HHIVE		0xFFFF860913ECD000		C:\Windows\system32\ntoskrnl.exe
GetCellRoutine		0xFFFFF8046038BE50		-		0xFFFFF8046038BE50		HHIVE		0xFFFF8609145DF000		C:\Windows\system32\ntoskrnl.exe
ReleaseCellRoutine		0xFFFFF8046038BF30		-		0xFFFFF8046038BF30		HHIVE		0xFFFF8609145DF000		C:\Windows\system32\ntoskrnl.exe
CmpAllocate		0xFFFFF80460469800		-		-		HHIVE		0xFFFF8609145DF000		C:\Windows\system32\ntoskrnl.exe
CmpFree		0xFFFFF8046046ACC0		-		-		HHIVE		0xFFFF8609145DF000		C:\Windows\system32\ntoskrnl.exe
CmpFileWrite		0xFFFFF80460471DA0		-		-		HHIVE		0xFFFF8609145DF000		C:\Windows\system32\ntoskrnl.exe
CmpFileRead		0xFFFFF804603C55C0		-		-		HHIVE		0xFFFF8609145DF000		C:\Windows\system32\ntoskrnl.exe
GetCellRoutine		0xFFFFF8046038BE50		-		0xFFFFF8046038BE50		HHIVE		0xFFFF860914CA9000		C:\Windows\system32\ntoskrnl.exe
ReleaseCellRoutine		0xFFFFF8046038BF30		-		0xFFFFF8046038BF30		HHIVE		0xFFFF860914CA9000		C:\Windows\system32\ntoskrnl.exe
CmpAllocate		0xFFFFF80460469800		-		-		HHIVE		0xFFFF860914CA9000		C:\Windows\system32\ntoskrnl.exe
CmpFree		0xFFFFF8046046ACC0		-		-		HHIVE		0xFFFF860914CA9000		C:\Windows\system32\ntoskrnl.exe
CmpFileWrite		0xFFFFF80460471DA0		-		-		HHIVE		0xFFFF860914CA9000		C:\Windows\system32\ntoskrnl.exe
CmpFileRead		0xFFFFF804603C55C0		-		-		HHIVE		0xFFFF860914CA9000		C:\Windows\system32\ntoskrnl.exe
GetCellRoutine		0xFFFFF8046038BE50		-		0xFFFFF8046038BE50		HHIVE		0xFFFF8609151D7000		C:\Windows\system32\ntoskrnl.exe
ReleaseCellRoutine		0xFFFFF8046038BF30		-		0xFFFFF8046038BF30		HHIVE		0xFFFF8609151D7000		C:\Windows\system32\ntoskrnl.exe
CmpAllocate		0xFFFFF80460469800		-		-		HHIVE		0xFFFF8609151D7000		C:\Windows\system32\ntoskrnl.exe
CmpFree		0xFFFFF8046046ACC0		-		-		HHIVE		0xFFFF8609151D7000		C:\Windows\system32\ntoskrnl.exe
CmpFileWrite		0xFFFFF80460471DA0		-		-		HHIVE		0xFFFF8609151D7000		C:\Windows\system32\ntoskrnl.exe
CmpFileRead		0xFFFFF804603C55C0		-		-		HHIVE		0xFFFF8609151D7000		C:\Windows\system32\ntoskrnl.exe
GetCellRoutine		0xFFFFF8046038BE50		-		0xFFFFF8046038BE50		HHIVE		0xFFFF8609152BE000		C:\Windows\system32\ntoskrnl.exe
ReleaseCellRoutine		0xFFFFF8046038BF30		-		0xFFFFF8046038BF30		HHIVE		0xFFFF8609152BE000		C:\Windows\system32\ntoskrnl.exe
CmpAllocate		0xFFFFF80460469800		-		-		HHIVE		0xFFFF8609152BE000		C:\Windows\system32\ntoskrnl.exe
CmpFree		0xFFFFF8046046ACC0		-		-		HHIVE		0xFFFF8609152BE000		C:\Windows\system32\ntoskrnl.exe
CmpFileWrite		0xFFFFF80460471DA0		-		-		HHIVE		0xFFFF8609152BE000		C:\Windows\system32\ntoskrnl.exe
CmpFileRead		0xFFFFF804603C55C0		-		-		HHIVE		0xFFFF8609152BE000		C:\Windows\system32\ntoskrnl.exe
GetCellRoutine		0xFFFFF8046038BE50		-		0xFFFFF8046038BE50		HHIVE		0xFFFF860915256000		C:\Windows\system32\ntoskrnl.exe
ReleaseCellRoutine		0xFFFFF8046038BF30		-		0xFFFFF8046038BF30		HHIVE		0xFFFF860915256000		C:\Windows\system32\ntoskrnl.exe
CmpAllocate		0xFFFFF80460469800		-		-		HHIVE		0xFFFF860915256000		C:\Windows\system32\ntoskrnl.exe
CmpFree		0xFFFFF8046046ACC0		-		-		HHIVE		0xFFFF860915256000		C:\Windows\system32\ntoskrnl.exe
CmpFileWrite		0xFFFFF80460471DA0		-		-		HHIVE		0xFFFF860915256000		C:\Windows\system32\ntoskrnl.exe
CmpFileRead		0xFFFFF804603C55C0		-		-		HHIVE		0xFFFF860915256000		C:\Windows\system32\ntoskrnl.exe
GetCellRoutine		0xFFFFF8046038BE50		-		0xFFFFF8046038BE50		HHIVE		0xFFFF860915258000		C:\Windows\system32\ntoskrnl.exe
ReleaseCellRoutine		0xFFFFF8046038BF30		-		0xFFFFF8046038BF30		HHIVE		0xFFFF860915258000		C:\Windows\system32\ntoskrnl.exe
CmpAllocate		0xFFFFF80460469800		-		-		HHIVE		0xFFFF860915258000		C:\Windows\system32\ntoskrnl.exe
CmpFree		0xFFFFF8046046ACC0		-		-		HHIVE		0xFFFF860915258000		C:\Windows\system32\ntoskrnl.exe
CmpFileWrite		0xFFFFF80460471DA0		-		-		HHIVE		0xFFFF860915258000		C:\Windows\system32\ntoskrnl.exe
CmpFileRead		0xFFFFF804603C55C0		-		-		HHIVE		0xFFFF860915258000		C:\Windows\system32\ntoskrnl.exe
GetCellRoutine		0xFFFFF8046038BE50		-		0xFFFFF8046038BE50		HHIVE		0xFFFF86091580E000		C:\Windows\system32\ntoskrnl.exe
ReleaseCellRoutine		0xFFFFF8046038BF30		-		0xFFFFF8046038BF30		HHIVE		0xFFFF86091580E000		C:\Windows\system32\ntoskrnl.exe
CmpAllocate		0xFFFFF80460469800		-		-		HHIVE		0xFFFF86091580E000		C:\Windows\system32\ntoskrnl.exe
CmpFree		0xFFFFF8046046ACC0		-		-		HHIVE		0xFFFF86091580E000		C:\Windows\system32\ntoskrnl.exe
CmpFileWrite		0xFFFFF80460471DA0		-		-		HHIVE		0xFFFF86091580E000		C:\Windows\system32\ntoskrnl.exe
CmpFileRead		0xFFFFF804603C55C0		-		-		HHIVE		0xFFFF86091580E000		C:\Windows\system32\ntoskrnl.exe
GetCellRoutine		0xFFFFF8046038BE50		-		0xFFFFF8046038BE50		HHIVE		0xFFFF8609143D8000		C:\Windows\system32\ntoskrnl.exe
ReleaseCellRoutine		0xFFFFF8046038BF30		-		0xFFFFF8046038BF30		HHIVE		0xFFFF8609143D8000		C:\Windows\system32\ntoskrnl.exe
CmpAllocate		0xFFFFF80460469800		-		-		HHIVE		0xFFFF8609143D8000		C:\Windows\system32\ntoskrnl.exe
CmpFree		0xFFFFF8046046ACC0		-		-		HHIVE		0xFFFF8609143D8000		C:\Windows\system32\ntoskrnl.exe
CmpFileWrite		0xFFFFF80460471DA0		-		-		HHIVE		0xFFFF8609143D8000		C:\Windows\system32\ntoskrnl.exe
CmpFileRead		0xFFFFF804603C55C0		-		-		HHIVE		0xFFFF8609143D8000		C:\Windows\system32\ntoskrnl.exe
GetCellRoutine		0xFFFFF8046038BE50		-		0xFFFFF8046038BE50		HHIVE		0xFFFF860944AA6000		C:\Windows\system32\ntoskrnl.exe
ReleaseCellRoutine		0xFFFFF8046038BF30		-		0xFFFFF8046038BF30		HHIVE		0xFFFF860944AA6000		C:\Windows\system32\ntoskrnl.exe
CmpAllocate		0xFFFFF80460469800		-		-		HHIVE		0xFFFF860944AA6000		C:\Windows\system32\ntoskrnl.exe
CmpFree		0xFFFFF8046046ACC0		-		-		HHIVE		0xFFFF860944AA6000		C:\Windows\system32\ntoskrnl.exe
CmpFileWrite		0xFFFFF80460471DA0		-		-		HHIVE		0xFFFF860944AA6000		C:\Windows\system32\ntoskrnl.exe
CmpFileRead		0xFFFFF804603C55C0		-		-		HHIVE		0xFFFF860944AA6000		C:\Windows\system32\ntoskrnl.exe
GetCellRoutine		0xFFFFF8046038BE50		-		0xFFFFF8046038BE50		HHIVE		0xFFFF860941D73000		C:\Windows\system32\ntoskrnl.exe
ReleaseCellRoutine		0xFFFFF8046038BF30		-		0xFFFFF8046038BF30		HHIVE		0xFFFF860941D73000		C:\Windows\system32\ntoskrnl.exe
CmpAllocate		0xFFFFF80460469800		-		-		HHIVE		0xFFFF860941D73000		C:\Windows\system32\ntoskrnl.exe
CmpFree		0xFFFFF8046046ACC0		-		-		HHIVE		0xFFFF860941D73000		C:\Windows\system32\ntoskrnl.exe
CmpFileWrite		0xFFFFF80460471DA0		-		-		HHIVE		0xFFFF860941D73000		C:\Windows\system32\ntoskrnl.exe
CmpFileRead		0xFFFFF804603C55C0		-		-		HHIVE		0xFFFF860941D73000		C:\Windows\system32\ntoskrnl.exe
		0xFFFFF80461EC3F50		Callback_Object		-		LLTDCallbackRspndr0006008006000000(0xFFFFCD87F409A4C0)		0xFFFFCD87F54F0A10		C:\Windows\system32\drivers\rspndr.sys
		0xFFFFF80461EC3F50		Callback_Object		-		LLTDCallbackRspndr0006008008000000(0xFFFFCD87F409B8C0)		0xFFFFCD87F3F8F0D0		C:\Windows\system32\drivers\rspndr.sys
		0xFFFFF80461EC3F50		Callback_Object		-		LLTDCallbackRspndr0006008009000000(0xFFFFCD87F409B280)		0xFFFFCD87F3F8F850		C:\Windows\system32\drivers\rspndr.sys
		0xFFFFF8046718DB00		Callback_Object		-		GfxCallbackObj(0xFFFFCD87F2EF3B70)		0xFFFFCD87F2CF7710		C:\Windows\System32\DriverStore\FileRepository\igdlh64.inf_amd64_24de78387e6208e4\igdkmd64.sys
		0xFFFFF80466E31170		Callback_Object		-		IGD_WNICShareObj(0xFFFFCD87F2EF5670)		0xFFFFCD87F2CF7C50		C:\Windows\System32\DriverStore\FileRepository\igdlh64.inf_amd64_24de78387e6208e4\igdkmd64.sys
		0xFFFFF80461EC3F50		Callback_Object		-		LLTDCallbackRspndr000600800a000000(0xFFFFCD87F409B460)		0xFFFFCD87F3F8F7D0		C:\Windows\system32\drivers\rspndr.sys
		0xFFFFF80853DE9FE0		Callback_Object		-		ProcessorAdd(0xFFFFCD87EAA9FC80)		0xFFFFCD87EC5945A0		C:\Windows\System32\drivers\ACPI.sys
		0xFFFFF8085498B330		Callback_Object		-		ProcessorAdd(0xFFFFCD87EAA9FC80)		0xFFFFCD87EADFDCA0		C:\Windows\system32\drivers\ndis.sys
		0xFFFFF80854C125F0		Callback_Object		-		ProcessorAdd(0xFFFFCD87EAA9FC80)		0xFFFFCD87EADFDBA0		C:\Windows\System32\drivers\tcpip.sys
		0xFFFFF80460668CA0		Callback_Object		-		ProcessorAdd(0xFFFFCD87EAA9FC80)		0xFFFFCD87EC94A6D0		C:\Windows\system32\ntoskrnl.exe
		0xFFFFF80461EE2540		Callback_Object		-		ProcessorAdd(0xFFFFCD87EAA9FC80)		0xFFFFCD87F3F8F510		C:\Windows\System32\DRIVERS\wanarp.sys
		0xFFFFF80465578B10		Callback_Object		-		ProcessorAdd(0xFFFFCD87EAA9FC80)		0xFFFFCD87F3F90310		C:\Windows\system32\drivers\HTTP.sys
		0xFFFFF808545A6590		Callback_Object		-		PowerState(0xFFFFCD87EAA9F780)		0xFFFFCD87EAA564A0		C:\Windows\System32\drivers\ntosext.sys
		0xFFFFF80460509470		Callback_Object		-		PowerState(0xFFFFCD87EAA9F780)		0xFFFFCD87EAA56D20		C:\Windows\system32\ntoskrnl.exe
		0xFFFFF8046087C150		Callback_Object		-		PowerState(0xFFFFCD87EAA9F780)		0xFFFFCD87EAA569A0		C:\Windows\system32\hal.dll
		0xFFFFF80853DB0660		Callback_Object		-		PowerState(0xFFFFCD87EAA9F780)		0xFFFFCD87EC0FFDE0		C:\Windows\System32\drivers\ACPI.sys
		0xFFFFF80853F5C5D0		Callback_Object		-		PowerState(0xFFFFCD87EAA9F780)		0xFFFFCD87EC5BDF60		C:\Windows\System32\drivers\pci.sys
		0xFFFFF80853BAEC00		Callback_Object		-		PowerState(0xFFFFCD87EAA9F780)		0xFFFFCD87EADFD0E0		C:\Windows\system32\drivers\Wdf01000.sys
		0xFFFFF80853BAEC00		Callback_Object		-		PowerState(0xFFFFCD87EAA9F780)		0xFFFFCD87EADFD620		C:\Windows\system32\drivers\Wdf01000.sys
		0xFFFFF8085519BA74		Callback_Object		-		PowerState(0xFFFFCD87EAA9F780)		0xFFFFCD87EADFD1E0		C:\Windows\System32\drivers\iaStorAC.sys
		0xFFFFF80854B75470		Callback_Object		-		PowerState(0xFFFFCD87EAA9F780)		0xFFFFCD87EC7F2A20		C:\Windows\System32\drivers\tcpip.sys
		0xFFFFF80853BAEC00		Callback_Object		-		PowerState(0xFFFFCD87EAA9F780)		0xFFFFCD87EC94B6D0		C:\Windows\system32\drivers\Wdf01000.sys
		0xFFFFF80853BAEC00		Callback_Object		-		PowerState(0xFFFFCD87EAA9F780)		0xFFFFCD87ECBF8750		C:\Windows\system32\drivers\Wdf01000.sys
		0xFFFFF80853BAEC00		Callback_Object		-		PowerState(0xFFFFCD87EAA9F780)		0xFFFFCD87ECBF8310		C:\Windows\system32\drivers\Wdf01000.sys
		0xFFFFF80853BAEC00		Callback_Object		-		PowerState(0xFFFFCD87EAA9F780)		0xFFFFCD87ECBF8490		C:\Windows\system32\drivers\Wdf01000.sys
		0xFFFFF80463C1DEC0		Callback_Object		-		PowerState(0xFFFFCD87EAA9F780)		0xFFFFCD87ECBF9690		C:\Windows\System32\drivers\dxgkrnl.sys
		0xFFFFF80853BAEC00		Callback_Object		-		PowerState(0xFFFFCD87EAA9F780)		0xFFFFCD87ECBF9710		C:\Windows\system32\drivers\Wdf01000.sys
		0xFFFFF80853BAEC00		Callback_Object		-		PowerState(0xFFFFCD87EAA9F780)		0xFFFFCD87ECBF90D0		C:\Windows\system32\drivers\Wdf01000.sys
		0xFFFFF80853BAEC00		Callback_Object		-		PowerState(0xFFFFCD87EAA9F780)		0xFFFFCD87ECBF9450		C:\Windows\system32\drivers\Wdf01000.sys
		0xFFFFF80853BAEC00		Callback_Object		-		PowerState(0xFFFFCD87EAA9F780)		0xFFFFCD87ECBF9610		C:\Windows\system32\drivers\Wdf01000.sys
		0xFFFFF80853BAEC00		Callback_Object		-		PowerState(0xFFFFCD87EAA9F780)		0xFFFFCD87ECBF9650		C:\Windows\system32\drivers\Wdf01000.sys
		0xFFFFF80853BAEC00		Callback_Object		-		PowerState(0xFFFFCD87EAA9F780)		0xFFFFCD87ECBF9190		C:\Windows\system32\drivers\Wdf01000.sys
		0xFFFFF80853BAEC00		Callback_Object		-		PowerState(0xFFFFCD87EAA9F780)		0xFFFFCD87ECBF9890		C:\Windows\system32\drivers\Wdf01000.sys
		0xFFFFF80853BAEC00		Callback_Object		-		PowerState(0xFFFFCD87EAA9F780)		0xFFFFCD87ECBF9B10		C:\Windows\system32\drivers\Wdf01000.sys
		0xFFFFF80853BAEC00		Callback_Object		-		PowerState(0xFFFFCD87EAA9F780)		0xFFFFCD87ECBF9C50		C:\Windows\system32\drivers\Wdf01000.sys
		0xFFFFF80853BAEC00		Callback_Object		-		PowerState(0xFFFFCD87EAA9F780)		0xFFFFCD87ECBF9B50		C:\Windows\system32\drivers\Wdf01000.sys
		0xFFFFF80853BAEC00		Callback_Object		-		PowerState(0xFFFFCD87EAA9F780)		0xFFFFCD87ECBF9C90		C:\Windows\system32\drivers\Wdf01000.sys
